sequence_id,date
A/Ghana/97/2021,2021.401
A/NorthCarolina/2/2021-egg,2021.714
A/Congo/8/2022,2022.015
A/Parma/1/2022,2022.073
A/Denmark/85/2021,2021.977
A/Lyon/820/2021-egg,2021.875
A/Togo/1288/2021,2021.81
A/Maine/1/2021,2021.519
A/Pennsylvania/2/2021,2021.648
A/Ohio/3/2021,2021.766
A/Niger/10217/2021,2021.958
A/Niger/10126/2021,2021.914
A/Nigeria/6098/2021,2021.508
A/Zambia/1049/2022,2022.223
A/SouthAfrica/13023/2021,2021.664
A/SouthAfrica/R01964/2022,2022.127
A/Mozambique/7886/2022,2022.738
A/Mozambique/1074/2022,2022.796
A/Zambia/7288/2022,2022.59
A/SouthAfrica/R08456/2022,2022.525
A/California/90/2022,2022.316
A/Guyane/382/2022,2022.242
A/Catalonia/NSVH101818907/2022,2022.352
A/Bolivia/2542/2022,2022.84
A/Argentina/3082/2022,2022.585
A/Argentina/3069/2022,2022.547
A/Argentina/2382/2022,2022.796
A/Uruguay/3664/2022,2022.738
A/Luxembourg/LNS0771005/2022,2022.305
A/SaintDenis/48408/2021,2021.93
A/Picardie/50100/2021,2021.958
A/Luxembourg/LNS6308745/2022,2022.064
A/Catalonia/NSVH101787383/2022,2022.24
A/Luxembourg/LNS8298555/2022,2022.111
A/Guyane/234/2022,2022.125
A/Chile/8372/2022,2022.47
A/Kosovo/667/2021,2021.979
A/Austria/1495794/2022,2022.149
A/Ohio/10/2022,2022.212
A/Netherlands/87/2022,2022.138
A/Finland/288/2022,2022.275
A/FortDeFrance/51025/2022,2022.426
A/Pennsylvania/37/2022,2022.399
A/Darwin/6/2018-egg,2018.84
A/Victoria/746/2018,2018.87
A/Bahrain/578/2019,2019.755
A/Norway/4138-2/2018,2018.979
A/Zhejiang-Dinghai/SWL1387/2019,2019.363
A/Lao/339/2020,2020.056
A/Zhejiang-Kecheng/SWL1558/2019,2019.267
A/Khmelnitsky/203/2019,2019.177
A/Vietnam/44/2019,2019.16
A/Vietnam/87/2019,2019.234
A/Bucharest/239045/2018,2018.941
A/Serbia/916/2019,2019.084
A/Bhutan/531/2019,2019.366
A/Wrexham/1126/2019,2019.177
A/SouthAfrica/R07589/2019,2019.464
A/Romania/241865/2019,2019.095
A/WallisAndFutuna/1/2019,2019.097
A/Kanagawa/AC1882/2019,2019.308
A/Bahrain/264/2019,2019.273
A/Nakhonphanom/430/2019,2019.752
A/Suriname/620/2019,2019.297
A/Oman/4307/2019,2019.486
A/Netherlands/1358/2019,2019.407
A/Wisconsin/68/2019,2019.168
A/Nan/214/2019,2019.327
A/Congo/281/2019,2019.352
A/India/3757/2019,2019.708
A/Congo/9782/2019,2019.977
A/Yokohama/164/2019,2019.662
A/Srinigar/AG635/2019,2019.108
A/Swansea/6837/2018,2018.832
A/Tanzania/1644/2019,2019.253
A/Kosovo/1185/2019,2019.267
A/Denmark/3280/2019,2019.859
A/India/9992/2020,2020.034
A/Illinois/2/2020,2020.031
A/Arkansas/8/2020,2020.067
A/Arkansas/8/2020-egg,2020.067
A/Yokohama/22/2020,2020.045
A/Victoria/1/2020,2020.004
A/HongKong/4394/2019-egg,2019.914
A/Kanagawa/IC1920/2020-egg,2020.037
A/Kanagawa/IC1920/2020,2020.037
A/Yokohama/60/2020,2020.092
A/Washington/23/2020,2020.16
A/Fujian-Fengze/SWL11027/2020,2020.917
A/Delaware/55/2019,2023.001
A/Washington/19/2020,2022.927
A/Victoria/2570/2019-egg,2019.892
A/Indiana/2/2020-egg,2020.051
A/Victoria/2570/2019,2019.892
A/Estonia/127389/2020,2020.193
A/Wisconsin/335/2020,2020.286
A/Bolivia/245/2020,2020.171
A/Wisconsin/55/2020,2020.245
A/Niigata/458/2020,2020.179
A/Wisconsin/588/2019,2019.966
A/Arkansas/4/2020,2020.015
A/Bhutan/329/2020,2020.138
A/Mississippi/10/2020-egg,2020.1
A/India/965/2020,2020.187
A/Victoria/2867A/2019,2019.968
A/Victoria/98/2020,2020.193
A/Saskatchewan/RV00262/2022,2021.99
A/Bahrain/2156/2022,2022.733
A/Sydney/44/2023,2023.621
A/Lao/1952/2023,2023.349
A/Lao/1632/2023,2023.297
A/Washington/22/2023,2023.122
A/NewYork/4/2022,2022.133
A/Michigan/19/2021,2021.884
A/Bangladesh/3023/2021,2021.873
A/Connecticut/1/2021,2021.711
A/AbuDhabi/3420357/2021,2021.933
A/Qatar/32-VI-22-1540115/2022,2022.349
A/Bahrain/8995/2022,2022.456
A/Victoria/5018/2022,2022.407
A/Victoria/5119/2022,2022.448
A/India/Pune-NIVCoV345232/2021,2021.936
A/Newcastle/2/2022,2022.018
A/Switzerland/95480/2022,2022.782
A/India/Pune-Nivsari_22_884/2022,2022.525
A/India/Pune-Nivsari_22_467/2022,2022.303
A/Sydney/5/2021-egg,2021.999
A/Ancona/3/2021,2021.818
A/Bangladesh/3006/2021,2021.681
A/Bangladesh/4017/2021,2021.612
A/Qatar/16-VI-21-4927911/2021,2021.703
A/Denmark/20/2021,2021.826
A/Sur/72128529/2021,2021.862
A/Sydney/5/2021,2021.79
A/Stockholm/10/2021,2021.7
A/Bahrain/3664/2021,2021.777
A/Pakistan/1579/2022,2022.188
A/Singapore/GP3892/2022,2022.475
A/Sydney/174/2022,2022.259
A/Pakistan/930/2022,2022.93
A/Victoria/9/2022,2022.199
A/Sydney/178/2022,2022.27
A/Tennessee/RVTNL2529139221927/2022,2022.497
A/NewZealand/357/2022,2022.511
A/Sydney/15/2022,2022.158
A/Bahrain/9875/2022,2022.275
A/HongKong/35/2022,2022.905
A/Victoria/3193/2023,2023.968
A/Darwin/375/2023,2023.801
A/Darwin/463/2023,2023.837
A/Darwin/517/2023,2023.856
A/Darwin/23/2023,2023.133
A/Bangladesh/1015/2023,2023.473
A/Bangladesh/1033/2023,2023.39
A/Taranaki/6/2023,2023.684
A/Waikato/1/2023,2023.407
A/Taranaki/7/2023,2023.749
A/Wellington/58/2023,2023.629
A/TimorLeste/53/2023,2023.974
A/Guyane/502/2023,2023.988
A/Wellington/15/2023,2023.264
A/Latvia/12-063410/2023,2023.968
A/SuratThani/374/2023,2023.771
A/Vietnam/PF424073/2024,2024.078
A/Yaounde/23V-12711/2023,2023.979
A/NewYork/74/2023,2023.996
A/Kanagawa/AC2311/2023,2023.758
A/Washington/4/2024,2024.001
A/Canberra/366/2023,2023.864
A/Ontario/RV03880/2024,2024.387
A/India/PUN-NIV323546/2021,2021.473
A/SriLanka/27/2022,2022.988
A/India/PUN-QC_21_40/2021,2021.763
A/India/Pun-NIV328484/2021,2021.514
A/India/Pune-NIVCOV2220294/2022,2022.412
A/India/Pune-Nivsari_22_700/2022,2022.437
A/SriLanka/11/2022,2022.867
A/Singapore/TT0086/2022,2022.664
A/Wisconsin/77/2022,2022.856
A/Maine/10/2022,2022.826
A/Wisconsin/111/2022,2022.974
A/Victoria/4876/2022,2022.621
A/AbuDhabi/4092/2022,2022.516
A/India/1871/2022,2022.634
A/Singapore/TT0247/2022,2022.818
A/India/6265/2022,2022.801
A/India/6263/2022,2022.744
A/India/Pune-NIVCoV376234/2021,2021.278
A/Madagascar/807/2023,2023.215
A/TimorLeste/238/2022,2022.105
A/Singapore/TT0122/2022,2022.719
A/Lebanon/48/2023,2023.012
A/Victoria/7/2023,2023.012
A/Bahrain/6302/2022,2022.81
A/TimorLeste/13/2023,2023.086
A/Madagascar/7647/2022,2022.968
A/TimorLeste/12/2023,2023.073
A/Bahrain/9931/2021,2021.574
A/Ghana/2711/2022,2022.399
A/SouthAfrica/R07916/2022,2022.486
A/Mozambique/3666/2022,2022.84
A/Iceland/9716/2024,2024.231
A/Wakayama/86/2023,2023.503
A/Neimenggu-Zizhijining/SWL130/2024,2024.01
A/Sichuan-Qingyang/SWL11495/2023,2023.695
A/Thessaloniki/224/2023,2022.144
A/RiodeJaneiro/21460/2022,2022.259
A/Wisconsin/67/2022,2022.815
A/Norway/36237/2022,2022.758
A/Norway/1502/2023,2023.062
A/Victoria/5135/2022,2022.834
A/Saitama/1/2022,2022.651
A/Denmark/3032/2022,2022.648
A/Georgia/12/2022,2022.684
A/Lisbon/528/2022,2022.659
A/CzechRepublic/5176/2022,2022.908
A/Paris/55384/2022,2022.733
A/Yokohama/16/2024,2024.146
A/France/ARA-HCL023116771101/2023,2023.429
A/SaoPaulo/IAL/3572,2023.64
A/Brisbane/792/2022,2022.695
A/Norway/31153/2022,2022.664
A/Lisbon/529/2022,2022.664
A/Uppsala/1/2022,2022.656
A/Austria/1539344/2022,2022.588
A/Croatia/86404/2022,2022.495
A/Yokohama/92/2023,2023.275
A/Maryland/28/2023,2023.163
A/Wrexham/9194/2022,2022.933
A/Uppsala/6/2022,2022.812
A/Slovakia/3480/2023,2023.221
A/Slovakia/3337/2023,2023.218
A/Wisconsin/58/2023,2023.659
A/SaoPaulo/357220039-IAL/2023,2023.505
A/Bangladesh/9008/2024,2024.802
A/Luxembourg/LNS9847495/2024,2024.097
A/Niger/6452/2023,2023.7
A/Valdivia/91543/2023,2023.897
A/Iceland/38673/2023,2023.93
A/RhodeIsland/29/2024,2024.143
A/England/234740361/2023,2023.801
A/France/PAC-HCL023174632401/2023,2023.832
A/Illinois/18/2023,2023.678
A/Visby/SE23-16217/2023,2023.968
A/Yokohama/9/2024,2024.07
A/Wisconsin/47/2022,2022.662
A/Thuringen/73/2022,2022.947
A/WestVirginia/30/2022,2022.719
A/Alaska/14/2023,2023.722
A/HongKong/3074/2023,2023.892
A/Washington/41/2024,2024.214
A/Oregon/44/2024,2024.296
A/Catalonia/NSVH102162320/2023,2023.7
A/Norway/79/2024,2024.007
A/Kanagawa/AC2330/2023,2023.821
A/Senegal/2377/2023,2023.812
A/Yokohama/216/2023,2023.982
A/Akita/1/2024,2024.198
A/Victoria/4897/2022-egg,2022.752
A/Victoria/4897/2022,2022.752
A/SuratThani/P1107/2023,2023.188
A/Colombia/5824/2023,2023.325
A/RioDeJaneiro/11707/2024,2024.731
A/Peru/6218Aaqww/2024,2024.343
A/SaoPaulo/357820342-IAL/2024,2024.463
A/Massachusetts/76/2024,2024.633
A/VinaDelMar/9736/2025,2025.081
A/Talca/87003/2024,2024.84
A/Visby/SE24-03521/2024,2024.176
A/Galicia/SCQ/2213,2024.52
A/Tajikistan/2-1057/2024,2024.135
A/Colombia/7676/2024,2024.816
A/Belgium/S8168/2024,2024.848
A/Victoria/1429/2024,2024.512
A/Sydney/1356/2024,2024.827
A/Tocantins/IAL/5205,2024.654
A/Talca/56143/2024,2024.542
A/SouthDakota/INBRE-02483/2022,2022.001
A/Wisconsin/9/2023,2023.048
A/Wisconsin/43/2023,2023.278
A/Victoria/2972/2023,2023.845
A/Victoria/2811/2023,2023.505
A/Murcia/1880/2023,2023.538
A/Palermo/105656/2023,2023.799
A/Catalonia/NSAV198281926/2023,2023.678
A/Darwin/441/2023,2023.834
A/Oman/8248/2024,2024.49
A/Austria/1806350/2025,2025.234
A/Yamagata/120/2025,2025.547
A/Uganda/7369/2026,2026.27
A/Guangdong-Meijang/SWL11631/2025,2025.766
A/Iceland/9037/2025,2025.21
A/Yunnan-Linxiang/SWL1306/2026,2026.141
A/Ireland/64087/2025,2025.659
A/Zhejiang-Shangcheng/SWL12324/2025,2025.653
A/VinaDelMar/70942/2025,2025.645
A/VinaDelMar/75200/2025,2025.675
A/Norway/6872/2025,2025.316
A/Ulsan/1763/2025,2025.801
A/Yamagata/152/2025,2025.842
A/Tasmania/318/2025,2025.33
A/WesternAustralia/2526215001/2025,2025.716
A/SouthAfrica/Nicd-R00326/2026,2026.073
A/SouthAfrica/8588/2025,2025.689
A/Tokyo/EIS10-554/2024,2024.608
A/Bahrain/25220003050/2025,2025.119
A/Victoria/1959/2024,2024.6
A/Bangladesh/4162/2025,2025.886
A/Wales/9753/2025,2025.305
A/Maldives/1994/2025,2025.648
A/Maldives/1416/2025,2025.495
A/WesternAustralia/2521214782/2025,2025.579
A/Tokyo/EIS13-268/2025,2025.492
A/Yokohama/51/2025,2025.618
A/Semey/3536/2025,2025.823
A/Lao/2484/2025,2025.925
A/Ireland/22942/2025,2025.138
A/India/PUD-NIV25-1169/2025,2025.212
A/Denmark/2595/2025,2025.245
A/Ireland/53292/2025,2025.527
A/Ayutthaya/1573/2025,2025.467
A/SriLanka/BC63March2026/2025,2025.341
A/Maldives/2087/2025,2025.673
A/Lao/1733/2025,2025.725
A/Yokohama/46/2025,2025.303
A/StPetersburg/RII-MH248598S/2025,2025.399
A/WesternAustralia/2513415748/2025,2025.366
A/Belgium/S7395/2025,2025.645
A/Uruguay/365/2025,2025.316
A/Ehime/29/2025,2025.692
A/Colombia/9232/2025,2025.87
A/Wisconsin/151/2025,2025.832
A/SouthAfrica/8013/2025,2025.632
A/Wisconsin/123/2025,2025.653
A/Uruguay/645/2025,2025.404
A/Uruguay/806/2025,2025.44
A/Victoria/3054/2025,2025.799
A/Colombia/3102/2025,2025.804
A/Victoria/3161/2025,2025.908
A/Ghana/9697/2025,2025.867
A/Missouri/11/2025,2025.081
A/Missouri/11/2025-egg,2025.081
A/Belgium/57/2025,2025.368
A/Vinadelmar/58933/2025,2025.533
A/Bhutan/2373/2026,2026.07
A/Bhutan/2030/2026,2026.155
A/Bhutan/1502/2026,2026.232
A/Ohio/256/2025,2025.719
A/Wisconsin/115/2025,2025.525
A/Austria/1811362/2025,2025.284
A/Trang/92/2025,2025.404
A/Wisconsin/109/2025,2025.371
A/Valencia/VAHNSI_09_1447/2025,2025.385
A/Switzerland/VD-CHUV-860453099212/2025,2025.349
A/VinaDelMar/28295/2025,2025.234
A/Guam/6251/2025,2025.275
A/Germany/LRMCflu_0008/2025,2025.607
A/CzechRepublic/3267/2025,2025.527
A/WesternAustralia/2518116273/2025,2025.495
A/Netherlands/2104/2025,2025.426
A/Denmark/3328/2025,2025.747
A/Tokyo/EIS11-980/2025,2025.201
A/Hungary/281/2024,2024.788
A/UnitedKingdom/15471/2024,2024.996
A/Denmark/3010/2025,2025.456
A/WesternAustralia/2435412941/2024,2024.966
A/Colorado/218/2024,2024.794
A/Maldives/1488/2025,2025.508
A/Bangkok/1803/2025,2025.5
A/Yasothon/407/2025,2025.859
A/Darwin/1015/2025,2025.503
A/Estonia/Inf657/2025,2025.021
A/Michigan/103/2025,2025.47
A/Shanghai-Jingan/SWL11157/2026,2026.363
A/SuratThani/P1958/2026,2026.305
A/SaudiArabia/25070900138/2025,2025.519
A/Wisconsin/171/2025,2025.9
ARI_26_0747,2026.536
FS-26-7279,2026.632
A/Nepal/N754/2025,2025.966
A/Umea/SE26-05888/2026,2026.396
A/Surgut/RII-MH290527S/2026,2026.149
A/Surgut/RII-MH290544S/2026,2026.232
A/WesternAustralia/2522015131/2025,2025.601
A/Yokohama/50/2025,2025.393
A/Vietnam/PF325306/2025,2025.659
A/Bangladesh/4769/2025,2025.81
A/VinaDelMar/104932/2025,2025.936
A/Qatar/47-VI-250069678/2025,2025.695
A/Zambia/176/2026,2026.127
A/Zambia/254/2026,2026.196
A/Tunisia/210/2026,2025.996
A/Switzerland/UN-SNRCI-HUG-20091/2025,2025.999
A/Victoria/183/2026,2026.232
A/Belgium/S9986/2025,2025.947
A/Shanghai-Huangpu/SWL1992/2026,2026.325
A/Croatia/HZJZ-9191/2025,2025.774
FPI23651,2026.136
A/Vietnam/6123/2026,2026.152
A/SouthAfrica/Path-CERI-C076651/2026,2026.366
A/SaoPaulo/LEIAL7515/2026,2026.04
A/Estonia/KL10895/2026,2026.24
A/Waikato/2/2026,2026.492
A/Lisbon/809/2025,2025.442
A/Ireland/25701/2026,2026.212
A/Virginia/50/2026,2026.207
A/SouthAfrica/PATH-CERI-C078625/2026,2026.566
A/SriLanka/42/2026,2026.621
A/Croatia/HZJZ-9756/2026,2026.492
A/India_PUN/NIV_26_520/2026,2026.256
A/WesternAustralia/2622416316/2026,2026.612
A/Wisconsin/56/2026,2026.333
A/Tokyo/EIS90-024/2026,2026.223
A/Wisconsin/184/2025,2025.941
A/MatoGrossoDoSul/501094261-IAL/2026,2026.305
A/Denmark/2393/2026,2026.327
A/Victoria/225/2026,2026.267
A/Wisconsin/60/2026,2026.481
A/Bhutan/7/2026,2026.448
A/StPetersburg/RII-MH291314S/2026,2026.303
A/Valladolid/5932/2026,2026.278
A/SriLanka/31/2026,2026.579
A/Tokyo/EIS15-208/2026,2026.579
A/Jiangxi-Zhanggong/SWL8378/2026,2026.568
A/Tak/P3734/2026,2026.607
A/Shanghai-Putuo/SWL11242/2026,2026.596
A/Tokyo/EIS91-090/2026,2026.615
A/WesternAustralia/2618308290/2026,2026.5
A/Catalonia/NSVH133554323/2026,2026.648
A/Victoria/444/2026,2026.667
A/Yokohama/16/2026,2026.473
A/Valladolid/5916/2026,2026.232
A/Tokyo/EIS91-029/2026,2026.388
A/Wisconsin/62/2026,2026.503
A/Pennsylvania/121/2026,2026.585
A/StPetersburg/RII-MH252398S/2025,2025.64
A/Shanghai-Pudongxin/SWL12672/2025,2025.845
A/Victoria/258/2026,2026.404
A/France/OCC-RELAB-HCL026088709301/2026,2026.426
A/Rzeszow/165/2026,2026.073
A/Tokyo/EIS14-699/2026,2026.158
A/Victoria/176/2026,2026.149
A/Iceland/25-40630/2025,2025.914
A/Maldives/1280/2026,2026.33
A/Massachusetts/55/2026,2026.259
A/Tokyo/EIS91-011/2026,2026.314
A/Netherlands/997/2026,2026.218
A/Nevada/33/2026,2026.078
A/England/USAFSAM-18256/2026,2026.059
A/Bulgaria/4402/2025,2025.996
A/Tokyo/EIS14-383/2025,2025.979
A/RhodeIsland/40/2026,2026.158
A/Yoshkar/Ola/599/CRIE/2026,2026.075
A/Sweden/SE26-50228/2026,2026.04
A/Ostersund/SE26-06046/2026,2026.434
A/HongKong/78/2026,2026.023
A/Croatia/HZJZ-9190/2025,2025.878
A/Turkiye/HSGM-S2526-INF3/2025,2025.87
A/Luxembourg/LNS9332092/2025,2025.947
A/WesternAustralia/2601615150/2026,2026.042
A/Turkiye/P1047/2025,2025.999
A/Zhejiang-Haishu/SWL11981/2025,2025.936
A/Victoria/3225/2025,2025.993
A/Spain/VC-PESE-005196/2026,2026.13
A/Jiangxi-Xihu/SWL1234/2026,2026.19
A/Vietnam/6111/2026,2026.368
A/Thuringen/86/2026,2026.015
A/Denmark/3509/2025,2025.832
A/Belgium/S9992/2025,2025.944
A/Yunnan-Xianggelila/SWL11012/2026,2026.478
A/Belgium/S1792/2026,2026.064
A/Belgium/S7863/2025,2025.725
A/Udine/1507/2026,2026.136
A/Slovakia/uvzsr-2635/2026,2026.144
FPI23696,2026.168
A/Vietnam/PF226254/2026,2026.53
A/Vietnam/6058/2026,2026.196
A/Vietnam/PF326154/2026,2026.475
A/Netherlands/3101/2025,2025.988
A/Latvia/11-043902/2025,2025.87
A/Lyon/Relab-26035057703/2025,2026.133
A/Tokyo/EIS14-552/2026,2026.084
A/Ukraine/HCL026082997702/2026,2026.284
A/StPetersburg/RII-MH291338S/2026,2026.368
A/SouthAfrica/Nicd-R05021/2026,2026.418
A/Talca/42359/2026,2026.379
A/Bahrain/2446/2021,2021.615
A/Greece/717/2022,2022.988
A/TimorLeste/262/2022,2022.889
A/Singapore/GP5800/2022,2022.563
A/Songkhla/THIS18/2023,2023.432
A/Latvia/1-091477/2023,2023.078
A/Bahrain/9758/2023,2023.155
A/AbuDhabi/401650/2022,2022.656
A/Darwin/7/2023,2023.073
A/Wellington/9/2023,2023.237
A/SouthDakota/31/2023,2023.259
A/Pakistan/955/2022,2022.001
A/Quimper/17042/2023,2023.604
A/StPetersburg/RII-39/2022,2022.908
A/Austria/MUW1576654/2022,2022.968
A/Sichuan-Yanjiang/SWL1473/2023,2023.347
A/Zhejiang-Zhuji/SWL2100/2023,2023.1
A/Hubei-Xiantao/SWL2916/2023,2023.768
A/Serbia/1074/2023,2023.095
A/Vietnam/48/2023,2023.686
A/Venezuela/8950/2023,2023.218
A/Venezuela/4439/2023,2023.158
A/Roraima/2023-040854-IEC/2023,2023.752
A/Roraima/2023-039996-IEC/2023,2023.703
A/Zhejiang-Qingtian/SWL223/2023,2023.084
A/Singapore/IMH0048/2023,2023.588
A/Oman/9303/2023,2023.505
A/Luxembourg/9540583/2023,2023.851
A/WuhanQiaokou/231945/2023,2023.793
A/SriLanka/151/2023,2023.163
A/SriLanka/5/2023,2023.029
A/Bahrain/8073/2023,2023.262
A/Yokohama/91/2023,2023.245
A/Yunnan-Hongta/SWL11986/2023,2023.927
A/Okinawa/247/2023,2023.678
A/VinadelMar/40755/2023,2023.366
A/Denmark/70/2023,2023.01
A/Guyane/709/2022,2022.996
A/SuratThani/P3041/2023,2023.568
A/Guyane/76/2023,2023.062
A/Niger/7850/2024,2024.067
A/RasAlKhaimah/11794/2023,2023.755
A/Vasteras/2/2023,2023.736
A/Picardie/59944/2022,2022.966
A/AbuDhabi/6418/2023,2023.41
A/Yokohama/53/2023,2023.042
A/Bulgaria/1413/2023,2023.103
A/Henan-Weidong/SWL8165/2024,2024.766
A/Tasmania/29/2023,2023.27
A/Maldives/1076/2023,2023.503
A/AbuDhabi/16936/2023,2023.933
A/Suriname/65/2024,2024.141
A/RasAlKhaimah/16986/2023,2023.903
A/Wrexham/4934/2024,2024.239
A/Vietnam/4052/2024,2024.086
A/Estonia/Inf392/2024,2024.16
A/Yamagata/19/2023,2023.1
A/Zhejiang-Kecheng/SWL1343/2023,2023.253
A/HongKong/1509/2023,2023.519
A/Yaounde/23V-11388/2023,2023.914
A/Luxembourg/LNS8719098/2023,2023.988
A/Belgium/S01245/2024,2024.067
A/Fukui/12/2023,2023.177
A/Bahrain/6589/2023,2023.163
A/Hubei-Jianli/SWL2556/2023,2023.426
A/Yokohama/98/2023,2023.399
A/Wairarapa/1/2023,2023.445
A/Lao/5356/2023,2023.905
A/Seoul/1201/2023,2023.484
A/Pakistan/NIH-ICT-826/2023,2022.1
A/Shenzhen/7/2023,2023.601
A/Senegal/1460/2023,2023.642
A/France/PAC-HCL023131601501/2023,2023.626
A/Togo/622/2023,2023.415
A/Ukraine/CNR-HCL023083114101/2023,2023.204
A/Togo/413/2023,2023.253
A/Shimane/86/2023,2023.656
A/Panama/M270132/2023,2023.377
A/Peru/6359/2023,2023.432
A/Bangladesh/3019/2023,2023.7
A/Valladolid/4861/2023,2023.349
A/Bangladesh/6/2023,2023.253
A/Zhejiang-Longwan/SWL1292/2023,2023.179
A/SouthAfrica/R05879/2023,2023.399
A/Estonia/174171/2023,2023.284
A/Okayama/2/2022,2022.938
A/BosniaHerzegovina/UKC-Tuzla-012566/2023,2023.119
A/Ghana/1069/2023,2023.147
A/Kosovo/1305/2023,2023.215
A/Bahrain/7719/2023,2023.464
A/Bahrain/6606/2023,2023.582
A/WestVirginia/24/2023,2023.536
A/India/Salem-NIV237317/2023,2023.119
A/Montenegro/105658/2023,2023.04
A/Slovakia/23-2789/2023,2023.158
A/ValencianCommunity/596/2023,2023.092
A/SuratThani/P4627/2022,2022.988
A/CoteDIvoire/79/2023,2023.023
A/Togo/706/2023,2023.516
A/Washington/32/2023,2023.47
A/Bahrain/9134/2023,2023.738
A/Bhutan/1717/2023,2023.873
A/Bhutan/1614/2023,2023.621
A/Madagascar/1332/2024,2024.313
A/Darwin/370/2024,2024.318
A/Auckland/11/2024,2024.354
A/Connecticut/17/2023,2023.862
A/Tokyo/EIS10-587/2024,2024.619
A/AbuDhabi/7799/2024,2024.291
A/Baleares/2117/2023,2023.815
A/France/PAC-RELAB-HCL023182464701/2023,2023.832
A/Romania/676/2024,2024.173
A/Hubei-Echeng/SWL1158/2024,2024.201
A/CzechRepublic/999/2024,2024.042
A/Bhutan/1785/2024,2024.061
A/India/Nagpur-Niv24_1142/2024,2024.16
A/Ireland/16437/2024,2024.141
A/Finland/438/2023,2023.862
A/Estonia/KL1495/2023,2023.971
A/Udine/184/2023,2023.947
A/Michigan/59/2023,2023.771
A/Yokosuka/11/2023,2023.851
A/Turkey/RE833688/2024,2024.031
A/Guyane/28/2024,2024.023
A/MecklenburgVorpommern/21/2024,2024.307
A/Yokohama/29/2024,2024.523
A/Uganda/UVRI_NISS-UV-0759/2024,2024.679
A/Finland/649/2024,2024.996
A/CoteDIvoire/3140/2024,2024.559
A/CoteDIvoire/875/2024,2024.212
A/AbuDhabi/4780/2024,2024.665
A/Lisbon/188/2023,2023.892
A/Luxembourg/LNS9555384/2023,2023.966
A/Kenya/116/2024,2024.124
A/Bhutan/1665/2024,2024.714
A/Croatia/HZJZ_8768/2025,2025.155
A/Vietnam/4030/2024,2024.201
A/Victoria/3263/2024,2024.75
A/Lithuania/P24-67596/2024,2024.982
A/Catalonia/NSVH102435379/2024,2024.742
A/Suriname/116/2024,2024.198
A/Belgium/H00115/2023,2023.925
A/Switzerland/92480/2024,2024.157
A/SaoPaulo/357633449-IAL/2024,2024.253
A/Yokohama/26/2024,2024.272
A/Finland/573/2024,2024.124
A/Jiangsu-Tinghu/SWL1586/2024,2024.348
A/Victoria/3370/2024,2024.843
A/Vietnam/PF524530/2025,2024.963
A/Vietnam/5027/2025,2025.141
A/Uppsala/SE24-11354/2024,2024.619
A/SouthAfrica/5481/2024,2024.466
A/England/3580479/2024,2024.46
A/Maryland/58/2024,2024.846
A/Thailand/2764/2024,2024.903
A/Zambia/687/2024,2024.6
A/France/NAQ-HCL024115371901/2024,2024.529
A/Zambia/82/2024,2024.376
A/Ibra/52425408/2024,2024.687
A/Texas/219/2024,2024.54
A/Wellington/36/2024,2024.523
A/Sichuan-Jingyang/SWL228/2024,2024.766
A/Taranaki/13/2024,2024.477
A/Wellington/31/2024,2024.469
A/Hiroshima-C/2/2024,2024.758
A/Darwin/1868/2024,2024.775
A/Wellington/66/2024,2024.589
A/Austria/MUW1790173/2025,2025.084
A/Virginia/52/2024,2024.985
A/Zambia/11-NIC-239/2025,2025.253
A/Zambia/645/2025,2025.563
A/Wyesham/6606/2025,2025.034
A/Victoria/6/2024,2024.001
A/India/6259/2023,2023.988
A/Zhejiang-Nanxun/SWL1785/2025,2025.744
A/ZabaykalskyKrai/214-am6V/2025,2025.026
A/Luxembourg/LNS0117549/2024,2024.824
A/India/5510/2023,2023.832
A/Bahrain/6947/2024,2024.143
A/Lithuania/MB240409_0027/2024,2024.255
A/Victoria/163/2024,2024.231
A/Vietnam/VP54/2024,2024.638
A/India/Baroda-Niv24_1302/2024,2024.245
A/Vietnam/VP20/2024,2024.25
A/Zhejiang/20241642/2024,2024.417
A/Bahrain/6298/2024,2024.537
A/Bhutan/1618/2024,2024.627
A/Yunnan-Qilin/SWL1402/2025,2025.168
A/Ontario/RV03915/2024,2024.482
A/Ghana/6341/2024,2024.772
A/Zhejiang-Longgang/SWL2179/2025,2025.267
A/Neimenggu/SWL1231/2025,2025.111
A/Victoria/3510/2024,2024.816
A/Yunnan-Xianggelila/SWL227/2024,2024.143
A/HongKong/8109/2024,2024.54
A/Guangdong-Dongwanbendi/SWL2511/2024,2024.327
A/Yokohama/28/2024,2024.441
A/Victoria/376/2024,2024.34
A/Wisconsin/67/2024,2024.288
A/Zhejiang/20242023/2024,2024.665
A/Shanghai-Putuo/SWL1666/2024,2024.717
A/Victoria/3508/2024,2024.725
A/Yokohama/27/2024,2024.389
A/Norway/3939/2024,2024.389
A/NouvelleAquitaine/250294535/2025,2025.133
A/AbuDhabi/9872/2024,2024.373
A/Victoria/317/2024,2024.34
A/Thuringen/66/2024,2024.193
A/India/Pun-Nivcov242039/2024,2024.329
A/Congo/1906/2024,2024.955
A/Croatia/HZJZ_8390/2024,2024.999
A/Utah/50/2025,2025.292
A/Missouri/47/2025,2025.193
A/Bahrain/7056/2024,2024.231
A/Victoria/85/2024,2024.113
A/Zamyn-Uud/4361/2024,2024.996
A/Vietnam/9556/2024,2024.488
