sequence_id,date,clade,subclade,region,country
A/Zambia/2-00087/2017,2017.127,3C.2a1,B.1,Africa,Zambia
A/Singapore/Infimh-16-0019/2016,2016.452,3C.2a1,B.1,Southeast Asia,Singapore
A/Singapore/Infimh-16-0019/2016-egg,2016.701,3C.2a1,B.1,Southeast Asia,Singapore
A/NorthernIreland/64360271/2016,2016.786,3C.2a1,B.1,Europe,United Kingdom
A/Stockholm/32/2016,2016.561,3C.2a1,B.1,Europe,Sweden
A/Norway/3806/2016-egg,2016.449,3C.2a1,B.1,Europe,Norway
A/Oman/4726/2016,2016.376,3C.2a1,B.1,West Asia,Oman
A/Kyiv/80/2017,2017.086,3C.2a1,B.1,Europe,Ukraine
A/Yokohama/124/2016,2016.633,3C.2a1,B.1,Japan Korea,Japan
A/Yokohama/149/2016,2016.914,3C.2a1a,B.1.1,Japan Korea,Japan
A/Oregon/19/2016,2016.799,3C.2a1a,B.1.1,North America,USA
A/Peru/6917/2017,2017.432,3C.2a1a,B.1.1,South America,Peru
A/Greece/4/2017-egg,2017.004,3C.2a1a,B.1.1,Europe,Greece
A/Uruguay/43/2017,2017.223,3C.2a1a,B.1.1,South America,Uruguay
A/Congo/553/2017,2017.936,3C.2a1a,B.1.1,Africa,Democatic Republic of the Congo
A/Congo/7/2018,2018.01,3C.2a1a,B.1.1,Africa,Democatic Republic of the Congo
A/Visby/5/2017,2017.177,3C.2a1a,B.1.1,Europe,Sweden
A/StPetersburg/274/2017,2017.278,3C.2a1a,B.1.1,West Asia,Russia
A/Stockholm/27/2017,2017.278,3C.2a1a,B.1.1,Europe,Sweden
A/SouthAfrica/R05675/2017,2017.495,3C.2a1a,B.1.1,Africa,South Africa
A/Austria/973209/2017,2017.149,3C.2a1a,B.1.1,Europe,Austria
A/StPetersburg/311/2017,2017.166,3C.2a1a,B.1.1,West Asia,Russia
A/Santiago/56159/2017,2017.541,3C.2a1a,B.1.1,South America,Chile
A/Antananarivo/1067/2016,2016.261,3C.2a1,B.1,Africa,Madagascar
A/Antananarivo/1067/2016-egg,2016.261,3C.2a1,B.1,Africa,Madagascar
A/India/8359/2016,2016.542,3C.2a1,B.1,South Asia,India
A/Bahrain/786/2016,2016.665,3C.2a1,B.1,West Asia,Bahrain
A/Yamaguchi/34/2016,2016.824,3C.2a1,B.1,Japan Korea,Japan
A/Texas/68/2017,2017.163,3C.2a1,B.1,North America,USA
A/Florida/23/2017,2017.223,3C.2a1,B.1,North America,USA
A/Guatemala/228/2017,2017.464,3C.2a1,B.1,North America,Guatemala
A/Bangladesh/8007/2017,2017.371,3C.2a1,B.1,South Asia,Bangladesh
A/Oman/5468/2016,2016.51,3C.2a1,B.1,West Asia,Oman
A/Finland/725/2016,2016.952,3C.2a1,B.1,Europe,Finland
A/Norway/4112/2016,2016.643,3C.2a1,B.1,Europe,Norway
A/SouthCarolina/4/2017,2017.045,3C.2a1,B.1,North America,USA
A/Uruguay/14/2017,2017.084,3C.2a1,B.1,South America,Uruguay
A/Singapore/TT0555/2017,2017.36,3C.2a1,B.1,Southeast Asia,Singapore
A/Netherlands/3112/2017,2017.314,3C.2a1,B.1,Europe,Netherlands
A/Victoria/1000/2017,2017.073,3C.2a1,B.1,Oceania,Australia
A/Parana/99/2017,2017.127,3C.2a1,B.1,South America,Brazil
A/Colombia/5238/2017,2017.588,3C.2a1,B.1,South America,Colombia
A/India/9930/2017,2017.821,3C.2a1,B.1,South Asia,India
A/SaudiArabia/VRG-04/2017,2017.412,3C.2a1,B.1,West Asia,Saudi Arabia
A/Oman/5186/2017,2017.752,3C.2a1,B.1,West Asia,Oman
A/Pakistan/178/2017,2017.582,3C.2a1,B.1,West Asia,Pakistan
A/Paris/1379/2017,2017.719,3C.2a1,B.1,Europe,France
A/Texas/290/2017,2017.796,3C.2a1,B.1,North America,USA
A/Paris/1340/2017,2017.662,3C.2a1,B.1,Europe,France
A/Philippines/189/2018,2018.136,3C.2a1,B.1,Southeast Asia,Philippines
A/AbuDhabi/134/2018,2018.785,3C.2a1,B.1,West Asia,United Arab Emirates
A/Sydney/22/2018,2018.168,3C.2a1,B.1,Oceania,Australia
A/Madagascar/1123/2018,2018.232,3C.2a1,B.1,Africa,Madagascar
A/Wisconsin/95/2018,2018.585,3C.2a1,B.1,North America,USA
A/Victoria/9/2019,2019.081,3C.2a1,B.1,Oceania,Australia
A/HongKong/2060/2018,2018.722,3C.2a1,B.1,China,Hong Kong
A/Nagano/2731/2017,2017.908,3C.2a1,B.1,Japan Korea,Japan
A/SriLanka/94/2017,2017.914,3C.2a1,B.1,South Asia,Sri Lanka
A/Canterbury/4/2018,2018.445,3C.2a1,B.1,Oceania,New Zealand
A/Georgia/714/2017,2017.552,3C.2a1,B.1,West Asia,Georgia Country
A/HongKong/4829/2017,2017.807,3C.2a1,B.1,China,Hong Kong
A/Bangladesh/1371/2018,2018.56,3C.2a1,B.1,South Asia,Bangladesh
A/Bangladesh/723/2018,2018.653,3C.2a1,B.1,South Asia,Bangladesh
A/Maldives/1068/2017,2017.7,3C.2a1,B.1,South Asia,Maldives
A/Yokohama/145/2017,2017.741,3C.2a1,B.1,Japan Korea,Japan
A/Philippines/758/2017,2017.689,3C.2a1,B.1,Southeast Asia,Philippines
A/Zhejiang-Nanhu/1745/2017,2017.695,3C.2a1,B.1,China,China
A/Nonthaburi/182/2017,2017.626,3C.2a1b.1,B.1.2.1,Southeast Asia,Thailand
A/Bangladesh/2171/2017,2017.448,3C.2a1b.1,B.1.2.1,South Asia,Bangladesh
A/Lithuania/MB10772/2018,2018.256,3C.2a1b.1,B.1.2.1,Europe,Lithuania
A/Sydney/13/2018,2018.007,3C.2a1b.1,B.1.2.1,Oceania,Australia
A/Vietnam/Lisn131/2017,2017.566,3C.2a1b.1,B.1.2.1,Southeast Asia,Vietnam
A/Tokyo/17185/2017,2017.456,3C.2a1b.1,B.1.2.1,Japan Korea,Japan
A/HongKong/2286/2017,2017.941,3C.2a1b.1,B.1.2.1,China,Hong Kong
A/HongKong/2286/2017-egg,2017.941,3C.2a1b.1,B.1.2.1,China,Hong Kong
A/Afghanistan/616/2017,2017.9,3C.2a1b.1,B.1.2.1,West Asia,Afghanistan
A/Afghanistan/833/2017,2017.941,3C.2a1b.1,B.1.2.1,West Asia,Afghanistan
A/Wisconsin/327/2017,2017.725,3C.2a1b.1,B.1.2.1,North America,USA
A/Oman/5101/2017,2017.738,3C.2a1b.1,B.1.2.1,West Asia,Oman
A/Yokosuka/26/2017,2017.801,3C.2a1b.1,B.1.2.1,Japan Korea,Japan
A/Wellington/1/2018,2018.311,3C.2a1b.1,B.1.2.1,Oceania,New Zealand
A/NewZealand/2391/2017,2017.67,3C.2a1b.1,B.1.2.1,Oceania,New Zealand
A/Victoria/653/2017,2017.607,3C.2a1b.1,B.1.2.1,Oceania,Australia
A/Victoria/653/2017-egg,2017.607,3C.2a1b.1,B.1.2.1,Oceania,Australia
A/Victoria/899/2017,2017.777,3C.2a1b.1,B.1.2.1,Oceania,Australia
A/India/4658/2018,2018.086,3C.2a1b.1,B.1.2.1,South Asia,India
A/India/4667/2018,2018.24,3C.2a1b.1,B.1.2.1,South Asia,India
A/Lao/4043/2017,2017.79,3C.2a1b.1,B.1.2.1,Southeast Asia,Laos
A/Lopburi/172/2018,2018.656,3C.2a1b.1,B.1.2.1,Southeast Asia,Thailand
A/Chanthaburi/1363/2018,2018.538,3C.2a1b.1,B.1.2.1,Southeast Asia,Thailand
A/Bangladesh/2/2017,2017.588,3C.2a1b.1,B.1.2.1,South Asia,Bangladesh
A/Bangladesh/2097/2017,2017.497,3C.2a1b.1,B.1.2.1,South Asia,Bangladesh
A/HongKong/3630/2017,2017.549,3C.2a1b.1,B.1.2.1,China,Hong Kong
A/Townsville/18/2017,2017.993,3C.2a1b.1,B.1.2.1,Oceania,Australia
A/Wakayama-C/107/2017,2017.612,3C.2a1b.1,B.1.2.1,Japan Korea,Japan
A/Florida/52/2017,2017.59,3C.2a1b.1,B.1.2.1,North America,USA
A/Trang/2627/2017,2017.944,3C.2a1b.1,B.1.2.1,Southeast Asia,Thailand
A/Cambodia/1054/2017,2017.905,3C.2a1b.1,B.1.2.1,Southeast Asia,Cambodia
A/Vietnam/GHS180004/2018,2018.012,3C.2a1b.1,B.1.2.1,Southeast Asia,Vietnam
A/Vladimir/191/2018,2018.347,3C.2a1b.1,B.1.2.1,West Asia,Russia
A/Yokohama/181/2017,2017.908,3C.2a1b.1,B.1.2.1,Japan Korea,Japan
A/Yunnan-Linxiang/1594/2018,2018.407,3C.2a1b.1,B.1.2.1,China,China
A/NewCaledonia/8/2018,2018.16,3C.2a1b.1,B.1.2.1,Oceania,New Caledonia
A/Maldives/1471/2017,2017.952,3C.2a1b.1,B.1.2.1,South Asia,Maldives
A/Oman/1759/2018,2018.19,3C.2a1b.1,B.1.2.1,West Asia,Oman
A/Oman/943/2018,2018.086,3C.2a1b.1,B.1.2.1,West Asia,Oman
A/CzechRepublic/1060/2019,2019.19,3C.2a1b.1,B.1.2.1,Europe,Czech Republic
A/Lebanon/661/2018,2018.908,3C.2a1b.1,B.1.2.1,West Asia,Lebanon
A/Lebanon/560/2018,2018.67,3C.2a1b.1,B.1.2.1,West Asia,Lebanon
A/Bangladesh/155/2018,2018.018,3C.2a1b.1,B.1.2.1,South Asia,Bangladesh
A/Bhutan/742/2018,2018.719,3C.2a1b.1,B.1.2.1,South Asia,Bhutan
A/India/534/2019,2019.273,3C.2a1b.1,B.1.2.1,South Asia,India
A/Nonthaburi/329/2018,2018.834,3C.2a1b.1,B.1.2.1,Southeast Asia,Thailand
A/SriLanka/55/2018,2018.87,3C.2a1b.1,B.1.2.1,South Asia,Sri Lanka
A/SriLanka/45/2018,2018.763,3C.2a1b.1,B.1.2.1,South Asia,Sri Lanka
A/SouthDakota/44/2018,2018.738,3C.2a1b.1,B.1.2.1,North America,USA
A/Srinigar/AG313/2019,2018.999,3C.2a1b.1,B.1.2.1,South Asia,India
A/Srinigar/AG480/2019,2019.053,3C.2a1b.1,B.1.2.1,South Asia,India
A/Minnesota/58/2018,2018.889,3C.2a1b.1,B.1.2.1,North America,USA
A/Estonia/119717/2019,2019.16,3C.2a1b.1,B.1.2.1,Europe,Estonia
A/Poland/3029/2019,2019.152,3C.2a1b.1,B.1.2.1,Europe,Poland
A/Iasi/243581/2019,2019.177,3C.2a1b.1,B.1.2.1,Europe,Romania
A/Mogilev/1315/2019,2019.177,3C.2a1b.1,B.1.2.1,Europe,Belarus
A/AbuDhabi/240/2018-egg,2018.001,3C.2a1b.1,B.1.2.1,West Asia,United Arab Emirates
A/AbuDhabi/240/2018,2018.001,3C.2a1b.1,B.1.2.1,West Asia,United Arab Emirates
A/NorthCarolina/36/2018,2018.256,3C.2a1b.1,B.1.2.1,North America,USA
A/Jiangxi-Zhushan/1657/2018,2018.632,3C.2a1b.1,B.1.2.1,China,China
A/Beijing-Huairou/1557/2018,2018.174,3C.2a1b.1,B.1.2.1,China,China
A/HongKong/681/2018,2018.27,3C.2a1b.1,B.1.2.1,China,Hong Kong
A/Townsville/23/2018,2018.552,3C.2a1b.1,B.1.2.1,Oceania,Australia
A/HongKong/45/2019,2018.979,3C.2a1b.1b,D,China,China
A/HongKong/121/2019,2019.004,3C.2a1b.1b,D,China,Hong Kong
A/Zhejiang-Lucheng/1951/2019,2019.774,3C.2a1b.1b,D,China,China
A/Zhejiang-Yongkang/1235/2019,2019.212,3C.2a1b.1b,D,China,China
A/DistrictOfColumbia/3/2019,2019.007,3C.2a1b.1b,D,North America,USA
A/Mahasarakham/51/2019,2019.086,3C.2a1b.1b,D,Southeast Asia,Thailand
A/Lao/1214/2019,2019.347,3C.2a1b.1b,D,Southeast Asia,Laos
A/Mahasarakham/116/2019,2019.171,3C.2a1b.1b,D,Southeast Asia,Thailand
A/Oman/4518/2019,2019.544,3C.2a1b.1b,D,West Asia,Oman
A/Bangladesh/3055/2019,2019.388,3C.2a1b.1b,D,South Asia,Bangladesh
A/Yokohama/237/2019,2019.9,3C.2a1b.1b,D,Japan Korea,Japan
A/Philippines/1551/2019,2019.87,3C.2a1b.1b,D,Southeast Asia,Philippines
A/Finland/140/2019,2019.914,3C.2a1b.1b,D,Europe,Finland
A/Bangladesh/1582/2019,2019.478,3C.2a1b.1b,D,South Asia,Bangladesh
A/Kuwait/5141/2019,2019.766,3C.2a1b.1b,D,West Asia,Kuwait
A/Philippines/1372/2019,2019.768,3C.2a1b.1b,D,Southeast Asia,Philippines
A/Darwin/726/2019,2019.755,3C.2a1b.1b,D,Oceania,Australia
A/Delaware/39/2019,2019.404,3C.2a1b.1b,D,North America,USA
A/Zambia/700159/2021,2021.423,3C.2a1b.1b,D,Africa,Zambia
A/Zambia/305/2021,2021.259,3C.2a1b.1b,D,Africa,Zambia
A/Kenya/143/2021,2021.686,3C.2a1b.1b,D,Africa,Kenya
A/Pennsylvania/1033/2019,2019.922,3C.2a1b.1b,D,North America,USA
A/Pennsylvania/1026/2019-egg,2019.842,3C.2a1b.1b,D,North America,USA
A/Pennsylvania/1026/2019,2019.768,3C.2a1b.1b,D,North America,USA
A/Bangladesh/18-1012/2019,2019.799,3C.2a1b.1b,D,South Asia,Bangladesh
A/Nepal/20FL1005/2020,2020.217,3C.2a1b.1b,D,South Asia,Nepal
A/SouthAuckland/2/2020,2020.988,3C.2a1b.1b,D,Oceania,New Zealand
A/Wisconsin/52/2020,2020.193,3C.2a1b.1b,D,North America,USA
A/Yunnan-Linxiang/1480/2020,2020.764,3C.2a1b.1b,D,China,China
A/Zhejiang-Xihu/3108/2019,2019.292,3C.2a1b.1b,D,China,China
A/HongKong/2671/2019,2019.459,3C.2a1b.1b,D,China,Hong Kong
A/HongKong/2671/2019-egg,2019.459,3C.2a1b.1b,D,China,Hong Kong
A/Yunnan-Qilin/11/2020,2020.007,3C.2a1b.1b,D,China,China
A/Yunnan-Wenshan/1269/2020,2020.209,3C.2a1b.1b,D,China,China
A/Yunnan-Wenshan/1489/2020,2020.439,3C.2a1b.1b,D,China,China
A/Yunnan-Wenshan/1606/2020,2020.553,3C.2a1b.1b,D,China,China
A/Yunnan-Wenshan/1218/2021,2021.201,3C.2a1b.1b,D,China,China
A/Yunnan-Wenshan/1435/2020,2020.362,3C.2a1b.1b,D,China,China
A/Zhejiang-Shangcheng/1450/2019,2019.423,3C.2a1b.1b,D,China,China
A/Yunnan-Linxiang/1670/2020,2020.9,3C.2a1b.1b,D,China,China
A/Victoria/7/2020,2020.01,3C.2a1b.1b,D,Oceania,Australia
A/Lao/1789/2019,2019.497,3C.2a1b.1b,D,Southeast Asia,Laos
A/Saitama/95/2020,2020.217,3C.2a1b.1b,D,Japan Korea,Japan
A/Nonthaburi/63/2020,2020.173,3C.2a1b.1b,D,Southeast Asia,Thailand
A/Cambodia/e0403374/2020,2020.184,3C.2a1b.1b,D,Southeast Asia,Cambodia
A/HongKong/4669/2019,2019.963,3C.2a1b.1b,D,China,Hong Kong
A/Zhejiang-Lucheng/11038/2019,2019.862,3C.2a1b.1b,D,China,China
A/Zhejiang-Shangcheng/1725/2019,2019.673,3C.2a1b.1b,D,China,China
A/Yunnan-Wuhua/1670/2019,2019.637,3C.2a1b.1b,D,China,China
A/Yunnan-Gucheng/1268/2020,2020.1,3C.2a1b.1b,D,China,China
A/Yokohama/34/2020,2020.053,3C.2a1b.1b,D,Japan Korea,Japan
A/Nepal/19FL1496/2019,2019.141,3C.2a1b.1,B.1.2.1,South Asia,Nepal
A/Vitebsk/927/2019,2019.16,3C.2a1b.1,B.1.2.1,Europe,Belarus
A/Constanta/239165/2018,2018.933,3C.2a1b.1,B.1.2.1,Europe,Romania
A/NewHampshire/24/2018,2018.558,3C.2a1b.1,B.1.2.1,North America,USA
A/LaRioja/2202/2018,2018.251,3C.2a1b.1,B.1.2.1,Europe,Spain
A/Maine/46/2018,2018.993,3C.2a1b.1,B.1.2.1,North America,USA
A/Santiago/38093/2018,2018.347,3C.2a1b.1,B.1.2.1,South America,Chile
A/Netherlands/10601/2018,2018.79,3C.2a1b.1,B.1.2.1,Europe,Netherlands
A/Argentina/934/2019,2019.481,3C.2a1b.1,B.1.2.1,South America,Argentina
A/Bolivia/237/2019,2019.095,3C.2a1b.1,B.1.2.1,South America,Bolivia
A/Concepcion/106858/2018,2018.922,3C.2a1b.1,B.1.2.1,South America,Chile
A/Ecuador/1246/2018,2018.886,3C.2a1b.1,B.1.2.1,South America,Ecuador
A/Colombia/4140/2019,2019.316,3C.2a1b.1,B.1.2.1,South America,Colombia
A/Peru/3819/2019,2019.344,3C.2a1b.1,B.1.2.1,South America,Peru
A/Ecuador/4472/2019,2019.026,3C.2a1b.1,B.1.2.1,South America,Ecuador
A/HongKong/1101/2018,2018.445,3C.2a1b.1,B.1.2.1,China,Hong Kong
A/Togo/299/2019,2019.152,3C.2a1b.1,B.1.2.1,Africa,Togo
A/Trnava/70/2019,2019.042,3C.2a1b.1,B.1.2.1,Europe,Slovakia
A/Orsha/1450/2019,2019.174,3C.2a1b.1,B.1.2.1,Europe,Belarus
A/Moscow/220/2018,2018.968,3C.2a1b.1,B.1.2.1,West Asia,Russia
A/BosniaHerzegovina/87911/2019,2019.275,3C.2a1b.1,B.1.2.1,Europe,Bosnia and Herzegovina
A/Macedonia/737/2019,2019.078,3C.2a1b.1,B.1.2.1,Europe,Macedonia
A/Kenya/130/2019,2019.503,3C.2a1b.1,B.1.2.1,Africa,Kenya
A/Mozambique/243/2019,2019.212,3C.2a1b.1,B.1.2.1,Africa,Mozambique
A/Togo/717/2019,2019.47,3C.2a1b.1,B.1.2.1,Africa,Togo
A/BurkinaFaso/1449/2019,2019.037,3C.2a1b.1,B.1.2.1,Africa,Burkina Faso
A/Lebanon/231/2019,2019.081,3C.2a1b.1,B.1.2.1,West Asia,Lebanon
A/StPetersburg/RII-322/2019,2019.267,3C.2a1b.1,B.1.2.1,West Asia,Russia
A/Serbia/584/2019,2019.147,3C.2a1b.1,B.1.2.1,Europe,Serbia
A/Nakhonphanom/2883/2018,2018.922,3C.2a1b.1,B.1.2.1,Southeast Asia,Thailand
A/Togo/634/2019,2019.382,3C.2a1b.1,B.1.2.1,Africa,Togo
A/Nigeria/4117/2019,2019.618,3C.2a1b.1,B.1.2.1,Africa,Nigeria
A/SaudiArabia/VRG-57/2020,2020.949,3C.2a1b.1,B.1.2.1,West Asia,Saudi Arabia
A/Mali/361/2019,2019.851,3C.2a1b.1,B.1.2.1,Africa,Mali
A/SouthKorea/11906/2020,2020.124,3C.2a1b.1a,B.1.2.1.1,Japan Korea,South Korea
A/Niger/7228/2019,2019.738,3C.2a1b.1a,B.1.2.1.1,Africa,Niger
A/Mali/86/2020,2020.654,3C.2a1b.1a,B.1.2.1.1,Africa,Mali
A/Yokohama/291/2019,2019.968,3C.2a1b.1a,B.1.2.1.1,Japan Korea,Japan
A/Stavropol/10/2020,2020.171,3C.2a1b.1a,B.1.2.1.1,West Asia,Russia
A/Togo/230/2020,2020.07,3C.2a1b.1a,B.1.2.1.1,Africa,Togo
A/Yokohama/68/2020,2020.001,3C.2a1b.1a,B.1.2.1.1,Japan Korea,Japan
A/Niger/7346/2019,2019.832,3C.2a1b.1a,B.1.2.1.1,Africa,Niger
A/Spain/12026/2020,2020.116,3C.2a1b.1a,B.1.2.1.1,Europe,Spain
A/Perth/20/2020-egg,2020.389,3C.2a1b.1a,B.1.2.1.1,Oceania,Australia
A/Perth/20/2020,2020.078,3C.2a1b.1a,B.1.2.1.1,Oceania,Australia
A/Moldova/14405/2020,2020.075,3C.2a1b.1a,B.1.2.1.1,Europe,Moldova
A/Togo/1973/2019,2019.933,3C.2a1b.1a,B.1.2.1.1,Africa,Togo
A/Zahle/358/2020,2020.154,3C.2a1b.1a,B.1.2.1.1,West Asia,Lebanon
A/NewYork/21/2020,2020.097,3C.2a1b.1a,B.1.2.1.1,North America,USA
A/Santiago/26038/2020,2020.209,3C.2a1b.1a,B.1.2.1.1,South America,Chile
A/Philippines/1/2021,2021.366,3C.2a1b.1a,B.1.2.1.1,Southeast Asia,Philippines
A/Ethiopia/1055/2021,2021.9,3C.2a1b.1a,B.1.2.1.1,Africa,Ethiopia
A/Ethiopia/4004/2021,2021.651,3C.2a1b.1a,B.1.2.1.1,Africa,Ethiopia
A/Mali/20051/2020,2020.154,3C.2a1b.1a,B.1.2.1.1,Africa,Mali
A/Mali/20060/2020,2020.168,3C.2a1b.1a,B.1.2.1.1,Africa,Mali
A/Mali/20046/2020,2020.687,3C.2a1b.1a,B.1.2.1.1,Africa,Mali
A/Togo/771/2020,2020.791,3C.2a1b.1a,B.1.2.1.1,Africa,Togo
A/Nigeria/5059/2020,2020.914,3C.2a1b.1a,B.1.2.1.1,Africa,Nigeria
A/Niger/8749/2021,2021.037,3C.2a1b.1a,B.1.2.1.1,Africa,Niger
A/Togo/1246/2021,2021.801,3C.2a1b.1a,B.1.2.1.1,Africa,Togo
A/Niger/8635/2020,2020.99,3C.2a1b.1a,B.1.2.1.1,Africa,Niger
A/Togo/237/2021,2021.168,3C.2a1b.1a,B.1.2.1.1,Africa,Togo
A/Uganda/7/2021,2021.33,3C.2a1b.1a,B.1.2.1.1,Africa,Uganda
A/Zambia/172/2021,2021.536,3C.2a1b.1a,B.1.2.1.1,Africa,Zambia
A/Sydney/8/2021,2021.884,3C.2a1b.1a,B.1.2.1.1,Oceania,Australia
A/Uganda/210/2022,2022.141,3C.2a1b.1a,B.1.2.1.1,Africa,Uganda
A/Mozambique/309/2017,2017.656,3C.2a1b.1,B.1.2.1,Africa,Mozambique
A/Taiwan/544/2017,2017.464,3C.2a1b.1,B.1.2.1,China,Taiwan
A/Kenya/167/2018,2018.426,3C.2a1b.1,B.1.2.1,Africa,Kenya
A/Mozambique/8218/2018,2018.16,3C.2a1b.1,B.1.2.1,Africa,Mozambique
A/SouthAfrica/R07380/2017,2017.566,3C.2a1b.1,B.1.2.1,Africa,South Africa
A/NewZealand/2337/2017,2017.64,3C.2a1b.1,B.1.2.1,Oceania,New Zealand
A/Singapore/TT0495/2017,2017.322,3C.2a1b.1,B.1.2.1,Southeast Asia,Singapore
A/Yokohama/143/2017,2017.579,3C.2a1b.1,B.1.2.1,Japan Korea,Japan
A/Zambia/4-381/2018,2018.692,3C.2a1b.1,B.1.2.1,Africa,Zambia
A/SuratThani/65/2018,2018.201,3C.2a1b.1,B.1.2.1,Southeast Asia,Thailand
A/Vietnam/237/2018,2018.736,3C.2a1b.2,E,Southeast Asia,Vietnam
A/Vietnam/241/2018,2018.755,3C.2a1b.2,E,Southeast Asia,Vietnam
A/Iowa/60/2018,2018.793,3C.2a1b.2,E,North America,USA
A/Cambodia/e0512384/2020,2020.253,3C.2a1b.2,E,Southeast Asia,Cambodia
A/Zhejiang-Haishu/1980/2019,2019.401,3C.2a1b.2,E,China,China
A/Victoria/753/2018,2018.851,3C.2a1b.2,E,Oceania,Australia
A/Newcastle/82/2018,2018.977,3C.2a1b.2,E,Oceania,Australia
A/Sachsen/97/2019,2019.21,3C.2a1b.2,E,Europe,Germany
