sequence_id,date,clade,subclade,region,country
A/Luxembourg/LNS8654682/2020,2020.195,3C.3a1,C.1,Europe,Luxembourg
A/Netherlands/477/2020,2020.187,3C.3a1,C.1,Europe,Netherlands
A/Singapore/22/2012,2012.43,3C,A,Southeast Asia,Singapore
A/Thailand/CU-H3689/2015,2015.141,3C,A,Southeast Asia,Thailand
A/Thailand/CU-B11065/2014,2014.785,3C.2a,B,Southeast Asia,Thailand
A/HongKong/4801/2014,2014.999,3C.2a,B,China,Hong Kong
A/HongKong/4801/2014-egg,2014.983,3C.2a,B,China,Hong Kong
A/SriLanka/64/2014,2014.9,3C.2a,B,South Asia,Sri Lanka
A/SriLanka/72/2014,2014.993,3C.2a,B,South Asia,Sri Lanka
A/SriLanka/1/2015,2015.004,3C.2a,B,South Asia,Sri Lanka
A/Townsville/1/2017,2017.144,3C.2a4,B.4,Oceania,Australia
A/Yokohama/139/2017,2017.382,3C.2a4,B.4,Japan Korea,Japan
A/Bermuda/362/2017,2017.089,3C.2a4,B.4,North America,Bermuda
A/Yokohama/31/2017,2017.045,3C.2a4,B.4,Japan Korea,Japan
A/Honduras/188/2017,2017.368,3C.2a4,B.4,North America,Honduras
A/Yamanashi/1790/2017,2017.177,3C.2a4,B.4,Japan Korea,Japan
A/Yokohama/84/2017,2017.103,3C.2a4,B.4,Japan Korea,Japan
A/Singapore/TT0096/2017,2017.07,3C.2a4,B.4,Southeast Asia,Singapore
A/Indonesia/Nihrd-Pal350/2017,2017.171,3C.2a4,B.4,Southeast Asia,Indonesia
A/Bangladesh/1010/2017,2017.314,3C.2a4,B.4,South Asia,Bangladesh
A/Victoria/2018/2017,2017.316,3C.2a4,B.4,Oceania,Australia
A/Vaxjo/1/2017,2017.664,3C.2a4,B.4,Europe,Sweden
A/Hawaii/47/2014,2014.544,3C.2a,B,North America,USA
A/SaoPaulo/9-134/2014,2014.955,3C.2a,B,South America,Brazil
A/Tocantins/4622/2015,2015.051,3C.2a,B,South America,Brazil
A/Victoria/9/2015,2015.385,3C.2a,B,Oceania,Australia
A/Stockholm/24/2014,2014.736,3C.2a,B,Europe,Sweden
A/Victoria/944/2014,2014.84,3C.2a,B,Oceania,Australia
A/Wyoming/9/2014,2014.771,3C.2a,B,North America,USA
A/Wyoming/17/2014,2014.897,3C.2a,B,North America,USA
A/NewCaledonia/71/2014,2014.615,3C.2a,B,Oceania,New Caledonia
A/SriLanka/8/2015,2015.229,3C.2a,B,South Asia,Sri Lanka
A/SriLanka/73/2014,2014.771,3C.2a,B,South Asia,Sri Lanka
A/SouthAfrica/R1734/2015,2015.319,3C.2a,B,Africa,South Africa
A/Zambia/9-00008/2015,2015.862,3C.2a,B,Africa,Zambia
A/SouthAfrica/R4157/2015,2015.448,3C.2a,B,Africa,South Africa
A/Mozambique/IR499/2015,2015.138,3C.2a,B,Africa,Mozambique
A/SouthAfrica/R3989/2015,2015.511,3C.2a,B,Africa,South Africa
A/SouthAfrica/4639/2016,2016.512,3C.2a,B,Africa,South Africa
A/Oman/5494/2015,2015.796,3C.2a,B,West Asia,Oman
A/Sapporo/71/2015,2015.955,3C.2a,B,Japan Korea,Japan
A/Bangladesh/3400/2015,2015.396,3C.2a,B,South Asia,Bangladesh
A/Bangladesh/203006/2015,2015.922,3C.2a,B,South Asia,Bangladesh
A/Cambodia/FSS31758/2015,2015.936,3C.2a,B,Southeast Asia,Cambodia
A/Tunisia/559/2016,2016.034,3C.2a,B,Africa,Tunisia
A/South-Africa/VW0105/2016,2016.602,3C.2a,B,Africa,South Africa
A/NordrheinWestfalen/39/2016,2016.171,3C.2a,B,Europe,Germany
A/Perugia/25/2016,2016.25,3C.2a,B,Europe,Italy
A/Oman/5191/2016,2016.436,3C.2a,B,West Asia,Oman
A/Phuket/421/2016,2016.933,3C.2a,B,Southeast Asia,Thailand
A/Wisconsin/20/2015,2015.149,3C.2a,B,North America,USA
A/Washington/37/2015,2015.344,3C.2a,B,North America,USA
A/Norway/2590/2015,2015.615,3C.2a,B,Europe,Norway
A/Uganda/215/2017,2017.059,3C.2a,B,Africa,Uganda
A/Uganda/1610/2016,2016.116,3C.2a,B,Africa,Uganda
A/Sendai-H/N280/2015,2015.558,3C.2a,B,Japan Korea,Japan
A/Nebraska/19/2015,2015.81,3C.2a,B,North America,USA
A/Yokohama/109/2016,2016.184,3C.2a,B,Japan Korea,Japan
A/SouthAfrica/R2665/2015,2015.396,3C.2a,B,Africa,South Africa
A/Wellington/7/2015,2015.459,3C.2a,B,Oceania,New Zealand
A/Townsville/37/2015,2015.796,3C.2a,B,Oceania,Australia
A/Townsville/38/2015,2016.086,3C.2a,B,Oceania,Australia
A/Wellington/4/2015,2015.538,3C.2a,B,Oceania,New Zealand
A/Victoria/898/2015,2015.648,3C.2a,B,Oceania,Australia
A/India/609/2015,2015.141,3C.2a,B,South Asia,India
A/Michigan/15/2014,2014.999,3C.2a,B,North America,USA
A/HongKong/7127/2014-egg,2014.999,3C.2a,B,China,Hong Kong
A/NewCaledonia/71/2014-egg,2016.327,3C.2a,B,Oceania,New Caledonia
A/Ordu/1603/2014,2014.834,3C.2a,B,West Asia,Turkey
A/Yokohama/81/2015,2015.166,3C.2a,B,Japan Korea,Japan
A/Yokohama/88/2015,2015.3,3C.2a,B,Japan Korea,Japan
A/Saitama/103/2014-egg,2014.878,3C.2a,B,Japan Korea,Japan
A/Saitama/103/2014,2014.878,3C.2a,B,Japan Korea,Japan
A/Yokohama/184/2014,2014.982,3C.2a,B,Japan Korea,Japan
A/Yokohama/97/2014,2014.867,3C.2a,B,Japan Korea,Japan
A/Victoria/509/2015,2015.311,3C.2a,B,Oceania,Australia
A/Yokohama/5/2015,2015.015,3C.2a,B,Japan Korea,Japan
A/Yokohama/55/2015,2015.089,3C.2a,B,Japan Korea,Japan
A/Thailand/CU-B11843/2015,2015.308,3C.2a,B,Southeast Asia,Thailand
A/Wyoming/2/2015,2015.04,3C.2a,B,North America,USA
A/Tehran/106491/2015,2015.303,3C.2a,B,West Asia,Iran
A/SouthAfrica/5390/2015,2015.656,3C.2a,B,Africa,South Africa
A/Bulgaria/477/2015,2015.158,3C.2a,B,Europe,Bulgaria
A/Thailand/CU-B11518/2015,2015.051,3C.2a,B,Southeast Asia,Thailand
A/Vologda/CRIE-22/2015,2015.062,3C.2a,B,West Asia,Russia
A/Fiji/2/2015,2015.166,3C.2a,B,Oceania,Fiji
A/Wisconsin/69/2015,2015.497,3C.2a,B,North America,USA
A/Athens/2584/2016,2016.138,3C.2a,B,Europe,Greece
A/Parana/293/2016,2016.239,3C.2a,B,South America,Brazil
A/Yokohama/123/2016,2016.411,3C.2a,B,Japan Korea,Japan
A/SouthAfrica/4363/2016,2016.493,3C.2a,B,Africa,South Africa
A/Texas/183/2016,2016.665,3C.2a,B,North America,USA
A/Peru/8316/2016,2016.633,3C.2a,B,South America,Peru
A/Valparaiso/33881/2016,2016.376,3C.2a,B,South America,Chile
A/Vina/50464/2016,2016.537,3C.2a,B,South America,Chile
A/Valparaiso/49572/2016,2016.447,3C.2a,B,South America,Chile
A/Vietnam/171/2015,2015.242,3C.2a,B,Southeast Asia,Vietnam
A/Finland/504/2015,2015.034,3C.2a,B,Europe,Finland
A/Bulgaria/482/2015,2015.171,3C.2a,B,Europe,Bulgaria
A/Ghana/FS-15-0773/2015,2015.96,3C.2a,B,Africa,Ghana
A/Marseille/2588/2015,2015.914,3C.2a3,B.3,Europe,France
A/Serbia/2059/2016,2016.225,3C.2a3,B.3,Europe,Serbia
A/Picardie/973/2017,2017.119,3C.2a3,B.3,Europe,France
A/Dakar/17/2016,2016.668,3C.2a3,B.3,Africa,Senegal
A/Extremadura/390/2017,2017.021,3C.2a3,B.3,Europe,Spain
A/UlanUde/1/2016,2016.933,3C.2a3,B.3,West Asia,Russia
A/Tunisia/15302/2017,2016.99,3C.2a3,B.3,Africa,Tunisia
A/Tunis/14115/2016,2016.914,3C.2a3,B.3,Africa,Tunisia
A/Tanzania/4357/2017,2017.237,3C.2a3,B.3,Africa,Tanzania
A/Tanzania/4390/2017,2017.292,3C.2a3,B.3,Africa,Tanzania
A/Antananarivo/1998/2017,2017.336,3C.2a3,B.3,Africa,Madagascar
A/Kazakhstan/6975/2017,2017.032,3C.2a3,B.3,West Asia,Kazakhstan
A/Khakassia/CRIE-360/2017,2017.464,3C.2a3,B.3,West Asia,Russia
A/Singapore/TT1374/2016,2016.917,3C.2a3,B.3,Southeast Asia,Singapore
A/Maryland/23/2016,2016.903,3C.2a3,B.3,North America,USA
A/Taipei/123/2017,2017.092,3C.2a3,B.3,China,Taiwan
A/Lao/753/2017,2017.158,3C.2a3,B.3,Southeast Asia,Laos
A/Nonthaburi/414/2016,2016.876,3C.2a3,B.3,Southeast Asia,Thailand
A/Moscow/165/2016,2016.9,3C.2a3,B.3,West Asia,Russia
A/Ghana/2717/2017,2017.705,3C.2a3,B.3,Africa,Ghana
A/Volgograd/RII745S/2016,2016.824,3C.2a3,B.3,West Asia,Russia
A/Moscow/46/2017,2017.144,3C.2a3,B.3,West Asia,Russia
A/Iasi/3816/2016,2016.993,3C.2a3,B.3,Europe,Romania
A/California/179/2016,2016.922,3C.2a3,B.3,North America,USA
A/Moldova/14006/2017,2017.1,3C.2a3,B.3,Europe,Moldova
A/Maldives/158/2017,2017.144,3C.2a3,B.3,South Asia,Maldives
A/Maldives/499/2017,2017.221,3C.2a3,B.3,South Asia,Maldives
A/Ohio/31/2017,2017.563,3C.2a3,B.3,North America,USA
A/NewZealand/671/2017,2017.492,3C.2a3,B.3,Oceania,New Zealand
A/Wellington/5/2017,2017.41,3C.2a3,B.3,Oceania,New Zealand
A/Cameroon/4372/2018,2018.295,3C.2a3,B.3,Africa,Cameroon
A/Togo/1048/2017,2017.81,3C.2a3,B.3,Africa,Togo
A/Yokohama/112/2018,2018.842,3C.2a3,B.3,Japan Korea,Japan
A/Mali/235/2018,2018.867,3C.2a3,B.3,Africa,Mali
A/Mali/57/2018,2018.768,3C.2a3,B.3,Africa,Mali
A/Zhejiang-Shangcheng/1153/2018,2018.144,3C.2a3,B.3,China,China
A/Yunnan-Gucheng/1887/2018,2018.87,3C.2a3,B.3,China,China
A/HongKong/4994/2017,2017.963,3C.2a3,B.3,China,Hong Kong
A/Townsville/16/2017,2017.911,3C.2a3,B.3,Oceania,Australia
A/Choibalsan/3093/2017,2017.925,3C.2a3,B.3,West Asia,Mongolia
A/Taiwan/1445/2017,2017.853,3C.2a3,B.3,China,Taiwan
A/Congo/319/2018,2018.41,3C.2a3,B.3,Africa,Democatic Republic of the Congo
A/Congo/422/2018,2018.522,3C.2a3,B.3,Africa,Democatic Republic of the Congo
A/Congo/735/2018,2018.99,3C.2a3,B.3,Africa,Democatic Republic of the Congo
A/Norway/3319/2014,2014.963,3C.2a,B,Europe,Norway
A/Bulgaria/490/2015,2015.174,3C.2a,B,Europe,Bulgaria
A/Wisconsin/24/2015,2015.185,3C.2a,B,North America,USA
A/Stavropol/8/2015,2015.941,3C.2a,B,West Asia,Russia
A/Wisconsin/9/2015,2015.133,3C.2a,B,North America,USA
A/NewJersey/26/2014,2014.878,3C.2a,B,North America,USA
A/Victoria/73/2015,2015.722,3C.2a,B,Oceania,Australia
A/Yekaterinburg/239/2015,2015.174,3C.2a,B,West Asia,Russia
A/YoshkarOla/CRIE-80/2015,2015.149,3C.2a,B,West Asia,Russia
A/Ukraine/6784/2015,2015.245,3C.2a,B,Europe,Ukraine
A/HongKong/7127/2014,2014.574,3C.2a,B,China,Hong Kong
A/Sweden/77/2014,2014.963,3C.2a,B,Europe,Sweden
A/Taiwan/596/2015,2015.297,3C.2a,B,China,Taiwan
A/Toyama/107/2015,2015.368,3C.2a,B,Japan Korea,Japan
A/Wyoming/18/2015,2015.725,3C.2a,B,North America,USA
A/England/54020563/2015,2015.73,3C.2a,B,Europe,United Kingdom
A/Trencin/558/2015,2015.147,3C.2a,B,Europe,Slovakia
A/Valparaiso/50323/2015,2015.56,3C.2a,B,South America,Chile
A/Valparaiso/42142/2015,2015.475,3C.2a,B,South America,Chile
A/Guangdong/724/2015,2015.626,3C.2a,B,China,China
A/Montana/28/2015,2015.73,3C.2a,B,North America,USA
A/Alaska/240/2015,2015.705,3C.2a,B,North America,USA
A/Guangdong/616/2015,2015.514,3C.2a,B,China,China
A/Vietnam/106/2015,2015.574,3C.2a,B,Southeast Asia,Vietnam
A/Vietnam/95/2015,2015.478,3C.2a,B,Southeast Asia,Vietnam
A/Taiwan/805/2015,2015.426,3C.2a,B,China,Taiwan
A/Washington/45/2015,2015.456,3C.2a,B,North America,USA
A/Tokyo/15347/2015,2015.771,3C.2a,B,Japan Korea,Japan
A/Wakayama-C/105/2015,2015.623,3C.2a,B,Japan Korea,Japan
A/Victoria/922/2015,2015.234,3C.2a,B,Oceania,Australia
A/Wellington/1/2015,2015.092,3C.2a,B,Oceania,New Zealand
A/Hessen/49/2015,2015.862,3C.2a,B,Europe,Germany
A/Oman/5287/2015,2015.607,3C.2a,B,West Asia,Oman
A/SouthAfrica/6131/2015,2015.747,3C.2a,B,Africa,South Africa
A/Brandenburg/48/2015,2015.875,3C.2a,B,Europe,Germany
A/Tunisia/12370/2015,2015.768,3C.2a,B,Africa,Tunisia
A/SaudiArabia/78764/2015,2015.733,3C.2a,B,West Asia,Saudi Arabia
A/Bangladesh/914007/2015,2015.716,3C.2a,B,South Asia,Bangladesh
A/Bangladesh/9015/2015,2015.659,3C.2a,B,South Asia,Bangladesh
A/Sydney/530/2014,2014.925,3C.2a,B,Oceania,Australia
A/Wyoming/20/2014,2014.938,3C.2a,B,North America,USA
A/Wisconsin/66/2015,2015.303,3C.2a,B,North America,USA
A/RioGrandeDoNorte/134696-IEC/2015,2015.267,3C.2a,B,South America,Brazil
A/Slovenia/2975/2015,2015.87,3C.2a,B,Europe,Slovenia
A/Norway/2573/2015,2015.549,3C.2a,B,Europe,Norway
A/Alaska/140/2015,2015.61,3C.2a,B,North America,USA
A/PuertoMontt/73064/2015,2015.741,3C.2a,B,South America,Chile
A/Norway/2571/2015,2015.538,3C.2a,B,Europe,Norway
A/Trinidad/187/2016,2016.018,3C.2a,B,South America,Trinidad and Tobago
A/Trinidad/2603/2015,2015.966,3C.2a,B,South America,Trinidad and Tobago
A/Wyoming/19/2015,2015.84,3C.2a,B,North America,USA
A/Washington/77/2015,2015.988,3C.2a,B,North America,USA
A/Victoria/455/2015,2015.955,3C.2a,B,Oceania,Australia
A/Vietnam/GS150287/2015,2015.377,3C.2a,B,Southeast Asia,Vietnam
A/Finland/526/2015,2015.281,3C.2a,B,Europe,Finland
A/SaoPaulo/3-32002/2015,2015.388,3C.2a,B,South America,Brazil
A/Sydney/9/2016,2016.02,3C.2a,B,Oceania,Australia
A/Vietnam/GS150761/2015,2015.719,3C.2a,B,Southeast Asia,Vietnam
A/Vietnam/GS151050/2015,2015.826,3C.2a,B,Southeast Asia,Vietnam
A/Vietnam/6058/2016,2016.392,3C.2a,B,Southeast Asia,Vietnam
A/Vietnam/6038/2016,2016.515,3C.2a,B,Southeast Asia,Vietnam
A/Kazakhstan/53/2015,2015.897,3C.2a,B,West Asia,Kazakhstan
A/Vietnam/157/2015,2015.582,3C.2a,B,Southeast Asia,Vietnam
A/Yunnan-Wenshan/1893/2015,2015.856,3C.2a,B,China,China
A/Yunnan-Linxiang/1718/2016,2016.439,3C.2a,B,China,China
A/NewYork/78/2016,2016.318,3C.2a,B,North America,USA
A/Bangladesh/5008/2015,2015.782,3C.2a,B,South Asia,Bangladesh
A/Vietnam/172/2015,2015.848,3C.2a,B,Southeast Asia,Vietnam
A/Italy-FVG/105/2015,2015.9,3C.2a,B,Europe,Italy
A/SriLanka/63/2015,2016.086,3C.2a,B,South Asia,Sri Lanka
A/Santiago/24151/2016,2016.277,3C.2a,B,South America,Chile
A/Tsaralalana/2054/2016,2016.335,3C.2a,B,Africa,Madagascar
A/Victoria/7/2016,2016.43,3C.2a,B,Oceania,Australia
A/Kenya/23/2016,2016.78,3C.2a,B,Africa,Kenya
A/Seoul/1595/2015,2015.703,3C.2a,B,Japan Korea,South Korea
A/Tianjin-Baodi/1165/2017,2017.163,3C.2a,B,China,China
A/Kawasaki/109/2016,2016.526,3C.2a2,B.2,Japan Korea,Japan
A/Washington/16/2017,2017.067,3C.2a2,B.2,North America,USA
A/Trang/51/2017,2017.39,3C.2a2,B.2,Southeast Asia,Thailand
A/Trang/87/2017,2017.464,3C.2a2,B.2,Southeast Asia,Thailand
A/HongKong/2302/2016,2016.575,3C.2a2,B.2,China,Hong Kong
A/HongKong/247/2017,2017.021,3C.2a2,B.2,China,Hong Kong
A/Zhejiang-Jiaojiang/1255/2017,2017.281,3C.2a2,B.2,China,China
A/Victoria/1/2017,2017.193,3C.2a2,B.2,Oceania,Australia
A/Yunnan-Xianggelila/1375/2017,2017.393,3C.2a2,B.2,China,China
A/Brisbane/321/2016,2016.966,3C.2a2,B.2,Oceania,Australia
A/Brisbane/318/2016,2016.947,3C.2a2,B.2,Oceania,Australia
A/NorthCarolina/4/2017,2017.07,3C.2a2,B.2,North America,USA
A/Yokohama/131/2017,2017.286,3C.2a2,B.2,Japan Korea,Japan
A/Zhejiang-Nanhu/1679/2017,2017.637,3C.2a2,B.2,China,China
A/Nebraska/2/2017,2017.026,3C.2a2,B.2,North America,USA
A/Zambia/305/2017,2017.867,3C.2a2,B.2,Africa,Zambia
A/Wisconsin/19/2017-egg,2017.062,3C.2a2,B.2,North America,USA
A/Norway/4465/2016-egg,2016.999,3C.2a2,B.2,Europe,Norway
A/Peru/3817/2017,2017.933,3C.2a2,B.2,South America,Peru
A/Iceland/137/2017,2017.988,3C.2a2,B.2,Europe,Iceland
A/Niedersachsen/187/2017,2017.914,3C.2a2,B.2,Europe,Germany
A/Denmark/98/2017,2017.968,3C.2a2,B.2,Europe,Denmark
A/Lithuania/MB10238/2018,2018.24,3C.2a2,B.2,Europe,Lithuania
A/Moscow/149/2018,2018.275,3C.2a2,B.2,West Asia,Russia
A/Iceland/95/2018,2018.382,3C.2a2,B.2,Europe,Iceland
A/Iceland/94/2018,2018.371,3C.2a2,B.2,Europe,Iceland
A/Montenegro/41/2017,2017.993,3C.2a2,B.2,Europe,Montenegro
A/Dnipropetrovsk/416/2018,2018.311,3C.2a2,B.2,Europe,Ukraine
A/Tyumen/RII-2/2018,2018.442,3C.2a2,B.2,West Asia,Russia
A/Finland/921/2018,2018.289,3C.2a2,B.2,Europe,Finland
A/NewZealand/783/2017,2017.511,3C.2a2,B.2,Oceania,New Zealand
A/Uruguay/170/2017,2017.412,3C.2a2,B.2,South America,Uruguay
A/Ireland/28834/2018,2018.199,3C.2a2,B.2,Europe,Ireland
A/Suriname/2354/2017,2017.925,3C.2a2,B.2,South America,Suriname
A/Brazil/8164/2017,2017.725,3C.2a2,B.2,South America,Brazil
A/VinaDelMar/60406/2018,2018.555,3C.2a2,B.2,South America,Chile
A/Finland/912/2018,2018.19,3C.2a2,B.2,Europe,Finland
A/Townsville/1000/2018,2018.127,3C.2a2,B.2,Oceania,Australia
A/Bretagne/1565/2017-egg,2018.834,3C.2a2,B.2,Europe,France
A/Switzerland/882/2017,2017.777,3C.2a2,B.2,Europe,Switzerland
A/Bretagne/1413/2017,2017.771,3C.2a2,B.2,Europe,France
A/Paris/1362/2017,2017.7,3C.2a2,B.2,Europe,France
A/Switzerland/8060/2017,2017.999,3C.2a2,B.2,Europe,Switzerland
A/Switzerland/8060/2017-egg,2017.992,3C.2a2,B.2,Europe,Switzerland
A/MinasGerais/39/2018,2018.034,3C.2a2,B.2,South America,Brazil
A/Brisbane/117/2018,2018.568,3C.2a2,B.2,Oceania,Australia
A/PuertoRico/21/2018,2018.492,3C.2a2,B.2,North America,Puerto Rico
A/NewMexico/14/2018,2018.147,3C.2a2,B.2,North America,USA
A/Paraguay/9159/2018,2018.193,3C.2a2,B.2,South America,Paraguay
A/Arizona/37/2018,2018.396,3C.2a2,B.2,North America,USA
A/Wisconsin/335/2017,2017.851,3C.2a2,B.2,North America,USA
A/Kharkiv/266/2018,2018.289,3C.2a2,B.2,Europe,Ukraine
A/SuratThani/83/2018,2018.251,3C.2a2,B.2,Southeast Asia,Thailand
A/Sachsen/47/2018,2018.179,3C.2a2,B.2,Europe,Germany
A/Brisbane/1/2018,2018.004,3C.2a2,B.2,Oceania,Australia
A/Brisbane/36/2018,2018.226,3C.2a2,B.2,Oceania,Australia
A/Finland/18/2019,2019.078,3C.2a2,B.2,Europe,Finland
A/Yokohama/199/2017,2017.936,3C.2a2,B.2,Japan Korea,Japan
A/Rancagua/54068/2018,2018.486,3C.2a2,B.2,South America,Chile
A/Bahrain/449/2018,2018.604,3C.2a2,B.2,West Asia,Bahrain
A/Peru/769818/2018,2018.807,3C.2a2,B.2,South America,Peru
A/Slovenia/2792/2017,2017.993,3C.2a2,B.2,Europe,Slovenia
A/AltoHospicio/37840/2018,2018.297,3C.2a2,B.2,South America,Chile
A/Yokohama/53/2018,2018.19,3C.2a2,B.2,Japan Korea,Japan
A/Wakayama/62/2018,2018.086,3C.2a2,B.2,Japan Korea,Japan
A/Loei/1152/2018,2018.462,3C.2a2,B.2,Southeast Asia,Thailand
A/Yokohama/100/2018,2018.738,3C.2a2,B.2,Japan Korea,Japan
A/Yasothon/21/2019,2019.007,3C.2a2,B.2,Southeast Asia,Thailand
A/Yokohama/14/2018,2018.04,3C.2a2,B.2,Japan Korea,Japan
A/Yamanashi/18202/2018,2018.308,3C.2a2,B.2,Japan Korea,Japan
A/Christchurch/504/2018,2018.599,3C.2a2,B.2,Oceania,New Zealand
A/Victoria/908/2018,2018.738,3C.2a2,B.2,Oceania,Australia
A/Victoria/909/2018,2018.821,3C.2a2,B.2,Oceania,Australia
A/Miyazaki/72/2018,2018.5,3C.2a2,B.2,Japan Korea,Japan
A/Wisconsin/4/2018,2018.004,3C.2a2,B.2,North America,USA
A/Victoria/2020/2018,2018.396,3C.2a2,B.2,Oceania,Australia
A/Kanagawa/ZC1735/2018,2018.604,3C.2a2,B.2,Japan Korea,Japan
A/HongKong/656/2018,2018.264,3C.2a2,B.2,China,Hong Kong
A/Sapporo/51/2018,2018.423,3C.2a2,B.2,Japan Korea,Japan
A/Brisbane/1/2018-egg,2018.826,3C.2a2,B.2,Oceania,Australia
A/Yokohama/111/2018,2018.801,3C.2a2,B.2,Japan Korea,Japan
A/Philippines/464/2018,2018.344,3C.2a2,B.2,Southeast Asia,Philippines
A/Virginia/24/2018,2018.199,3C.2a2,B.2,North America,USA
A/Sapporo/45/2018,2018.33,3C.2a2,B.2,Japan Korea,Japan
A/Taiwan/81101/2018,2018.812,3C.2a2,B.2,China,Taiwan
A/Taiwan/80749/2018,2018.514,3C.2a2,B.2,China,Taiwan
A/Yamaguchi/28/2015,2015.933,3C.2a,B,Japan Korea,Japan
A/SriLanka/61/2015,2015.911,3C.2a,B,South Asia,Sri Lanka
A/Yokohama/81/2016,2016.116,3C.2a,B,Japan Korea,Japan
A/Yokohama/102/2015,2015.884,3C.2a,B,Japan Korea,Japan
A/Wakayama-C/103/2015,2015.489,3C.2a,B,Japan Korea,Japan
A/HongKong/50/2016-egg,2015.996,3C.2a,B,China,Hong Kong
A/Singapore/INFTT-16-0083/2016,2016.059,3C.2a,B,Southeast Asia,Singapore
A/Slovenia/39/2016,2016.015,3C.2a,B,Europe,Slovenia
A/Victoria/2015/2016,2016.204,3C.2a,B,Oceania,Australia
A/Bulgaria/920/2016,2016.225,3C.2a,B,Europe,Bulgaria
A/Alaska/232/2015-egg,2015.999,3C.2a,B,North America,USA
A/Yunnan-Qilin/1902/2015,2015.733,3C.2a,B,China,China
A/Alaska/232/2015,2015.705,3C.2a,B,North America,USA
A/Yokohama/119/2016,2016.277,3C.2a,B,Japan Korea,Japan
A/Ontario/RV2414/2015,2015.864,3C.2a,B,North America,Canada
A/Yunnan-Zhaoyang/11110/2015,2015.941,3C.2a,B,China,China
A/NorthCarolina/4/2016,2016.034,3C.2a,B,North America,USA
A/Talca/14380/2016,2016.16,3C.2a,B,South America,Chile
A/Yokohama/4/2016,2016.026,3C.2a,B,Japan Korea,Japan
A/Tianjin-Nankai/1405/2016,2016.184,3C.2a,B,China,China
A/Sichuan-Jinjiang/8156/2016,2016.305,3C.2a,B,China,China
A/HongKong/1706/2016,2016.367,3C.2a,B,China,Hong Kong
A/Tochigi/16153/2016,2016.458,3C.2a,B,Japan Korea,Japan
A/Ecuador/1614/2017,2017.281,3C.2a,B,South America,Ecuador
A/SriLanka/39/2016,2016.908,3C.2a,B,South Asia,Sri Lanka
A/SriLanka/49/2016,2016.755,3C.2a,B,South Asia,Sri Lanka
A/SriLanka/45/2016,2016.96,3C.2a,B,South Asia,Sri Lanka
A/SriLanka/5/2017,2017.021,3C.2a,B,South Asia,Sri Lanka
A/Yozgat/14/2017,2016.004,3C.2a,B,West Asia,Turkey
A/Bangladesh/5010/2016,2016.488,3C.2a,B,South Asia,Bangladesh
A/SaudiArabia/193825/2016,2016.72,3C.2a,B,West Asia,Saudi Arabia
A/Yokohama/200/2016,2016.974,3C.2a,B,Japan Korea,Japan
A/SantaCatarina/1909/2016,2016.988,3C.2a,B,South America,Brazil
A/Victoria/673/2016,2016.884,3C.2a,B,Oceania,Australia
A/Singapore/TT1329/2016,2016.821,3C.2a,B,Southeast Asia,Singapore
A/Kyiv/850/2016,2016.818,3C.2a,B,Europe,Ukraine
A/Canberra/7/2016,2016.275,3C.2a,B,Oceania,Australia
A/Vietnam/6021/2016,2016.327,3C.2a,B,Southeast Asia,Vietnam
A/Victoria/825/2016,2016.693,3C.2a,B,Oceania,Australia
A/Vietnam/6179/2016,2016.63,3C.2a,B,Southeast Asia,Vietnam
A/Lao/F2884/2016,2016.717,3C.2a,B,Southeast Asia,Laos
A/Colombia/1408/2016,2016.889,3C.2a,B,South America,Colombia
A/Luxembourg/16018339/2016,2016.261,3C.2a,B,Europe,Luxembourg
A/Brisbane/197/2015,2015.856,3C.2a,B,Oceania,Australia
A/Wisconsin/87/2015,2015.826,3C.2a,B,North America,USA
A/Taiwan/794/2016,2016.69,3C.2a,B,China,Taiwan
A/Taiwan/960/2016,2016.87,3C.2a,B,China,Taiwan
A/Bangladesh/429/2016,2016.602,3C.2a,B,South Asia,Bangladesh
A/HongKong/2391/2016,2016.605,3C.2a,B,China,Hong Kong
A/Singapore/INFTT-16-0297/2016,2016.152,3C.2a,B,Southeast Asia,Singapore
A/Tehran/50179/2016,2016.258,3C.2a,B,West Asia,Iran
A/Varamin/49785/2016,2016.245,3C.2a,B,West Asia,Iran
A/Rennes/497/2016,2016.067,3C.2a1,B.1,Europe,France
A/Singapore/INFKK-16-0294/2016,2016.173,3C.2a1,B.1,Southeast Asia,Singapore
A/Newcastle/30/2016,2016.242,3C.2a1,B.1,Oceania,Australia
A/SouthAustralia/135/2016,2016.75,3C.2a1,B.1,Oceania,Australia
A/Stockholm/26/2016,2016.253,3C.2a1,B.1,Europe,Sweden
A/NosyBe/1060/2016,2016.245,3C.2a1,B.1,Africa,Madagascar
A/Oman/5466/2016,2016.512,3C.2a1,B.1,North America,USA
A/Latvia/11-053089/2016,2016.889,3C.2a1,B.1,Europe,Latvia
A/Tokyo/160298/2016,2016.687,3C.2a1,B.1,Japan Korea,Japan
A/Arizona/67/2016,2016.34,3C.2a1,B.1,North America,USA
A/Bangladesh/3001/2016,2016.668,3C.2a1,B.1,South Asia,Bangladesh
A/Washington/106/2016,2016.963,3C.2a1,B.1,North America,USA
A/Delaware/32/2016,2016.873,3C.2a1,B.1,North America,USA
A/Wisconsin/84/2016,2016.745,3C.2a1,B.1,North America,USA
A/Portugal/SU12/2016,2016.816,3C.2a1,B.1,Europe,Portugal
