sequence_id,date,clade,subclade,region,country
A/Wisconsin/329/2017,2017.738,6B.1A,unassigned,North America,USA
A/NewZealand/963/2017,2017.686,6B.1A,unassigned,Oceania,New Zealand
A/Seoul/1288/2018,2018.179,6B.1A,unassigned,Japan Korea,South Korea
A/Singapore/TT1672/2017,2017.895,6B.1A,unassigned,Southeast Asia,Singapore
A/Brisbane/37/2017,2017.253,6B.1A,unassigned,Oceania,Australia
A/Tokyo/EH1608/2017,2017.623,6B.1A,unassigned,Japan Korea,Japan
A/Wellington/7/2017,2017.41,6B.1A,unassigned,Oceania,New Zealand
A/Michigan/272/2017,2017.544,6B.1A,unassigned,North America,USA
A/Victoria/897/2017,2017.774,6B.1A,unassigned,Oceania,Australia
A/Guyane/4/2018,2017.99,6B.1A,unassigned,South America,French Guiana
A/Guyane/13/2018,2018.004,6B.1A,unassigned,South America,French Guiana
A/Serbia/2864/2017,2017.974,6B.1A,unassigned,Europe,Serbia
A/Michigan/272/2017-egg,2017.544,6B.1A,unassigned,North America,USA
A/Pakistan/317/2017,2017.867,6B.1A,unassigned,West Asia,Pakistan
A/Ecuador/533/2017,2017.848,6B.1A,unassigned,South America,Ecuador
A/Vietnam/Lisn18202/2018,2018.599,6B.1A,unassigned,Southeast Asia,Vietnam
A/Vietnam/Lisn18172/2018,2018.541,6B.1A,unassigned,Southeast Asia,Vietnam
A/Vietnam/216/2018,2018.7,6B.1A,unassigned,Southeast Asia,Vietnam
A/Brazil/5026/2017,2017.484,6B.1A,unassigned,South America,Brazil
A/AbuDhabi/18/2017,2017.815,6B.1A,unassigned,West Asia,United Arab Emirates
A/India/3405/2017,2017.708,6B.1A,unassigned,South Asia,India
A/Tanzania/4761/2017,2017.914,6B.1A,unassigned,Africa,Tanzania
A/Tula/43/2018,2017.078,6B.1A,unassigned,West Asia,Russia
A/Toulon/2336/2017,2017.944,6B.1A,unassigned,Europe,France
A/Latvia/11-082656/2017,2017.914,6B.1A,unassigned,Europe,Latvia
A/Bolivia/290/2018,2018.347,6B.1A,unassigned,South America,Bolivia
A/Bolivia/950/2018,2018.295,6B.1A,unassigned,South America,Bolivia
A/Switzerland/2656/2017-egg,2017.971,6B.1A,unassigned,Europe,Switzerland
A/Macedonia/584/2019,2019.251,6B.1A,unassigned,Europe,Macedonia
A/Thessaloniki/58a/2018,2018.018,6B.1A,unassigned,Europe,Greece
A/Taiwan/80730/2018,2018.489,6B.1A,unassigned,China,Taiwan
A/Taiwan/80693/2018,2018.451,6B.1A,unassigned,China,Taiwan
A/SaudiArabia/53/2017,2017.481,6B.1A,unassigned,West Asia,Saudi Arabia
A/Zambia/4-334/2018,2018.618,6B.1A,unassigned,Africa,Zambia
A/Maldives/940/2018,2018.426,6B.1A,unassigned,South Asia,Maldives
A/Maldives/395/2018,2018.377,6B.1A,unassigned,South Asia,Maldives
A/Uganda/6675/2018,2018.311,6B.1A,unassigned,Africa,Uganda
A/Albania/7956/2018,2018.042,6B.1A,unassigned,Europe,Albania
A/Kazakhstan/581/2018,2018.13,6B.1A,unassigned,West Asia,Kazakhstan
A/SuratThani/80/2018,2018.221,6B.1A,unassigned,Southeast Asia,Thailand
A/CzechRepublic/85/2018,2018.023,6B.1A,unassigned,Europe,Czech Republic
A/Uganda/6108/2018,2018.347,6B.1A,unassigned,Africa,Uganda
A/Taiwan/81214/2018,2018.933,6B.1A,unassigned,China,Taiwan
A/Zhejiang-Haishu/SWL11341/2018,2018.648,6B.1A,unassigned,China,China
A/Wellington/5/2018,2018.486,6B.1A,unassigned,Oceania,New Zealand
A/Victoria/906/2018,2018.73,6B.1A,unassigned,Oceania,Australia
A/Lithuania/MB12533/2018,2018.308,6B.1A,unassigned,Europe,Lithuania
A/Estonia/113499/2018,2018.237,6B.1A,unassigned,Europe,Estonia
A/Sydney/31/2018,2018.221,6B.1A,unassigned,Oceania,Australia
A/Bangladesh/529/2018,2018.56,6,unassigned,South Asia,Bangladesh
A/Valladolid/559/2018,2018.73,6,unassigned,Europe,Spain
A/Bangladesh/237/2018,2018.714,6,unassigned,South Asia,Bangladesh
A/Iceland/74/2019,2019.407,6,unassigned,Europe,Iceland
A/StPetersburg/RII-258/2019,2019.193,6,unassigned,West Asia,Russia
A/Bahrain/525/2018,2018.804,6,unassigned,West Asia,Bahrain
A/Yokosuka/59/2018,2018.982,6,unassigned,Japan Korea,Japan
A/Ireland/84630/2018,2018.908,6,unassigned,Europe,Ireland
A/AbuDhabi/108/2018,2018.73,6,unassigned,West Asia,United Arab Emirates
A/Ystrad_Pentre/9579/2019,2019.048,6,unassigned,Europe,United Kingdom
A/Bangladesh/9012/2018,2018.615,6,unassigned,South Asia,Bangladesh
A/Suriname/661/2019,2019.363,6,unassigned,South America,Suriname
A/Poland/876/2019,2019.212,6,unassigned,Europe,Poland
A/Kyiv/359/2017,2017.051,5b,unassigned,Europe,Ukraine
A/Switzerland/3330/2017-egg,2017.968,5b,unassigned,Europe,Switzerland
A/DominicanRepublic/267/2018,2018.204,5b,unassigned,North America,Dominican Republic
A/Poland/991/2018,2018.24,5b,unassigned,Europe,Poland
A/Catalonia/NSVH779507/2018,2018.127,5b,unassigned,Europe,Spain
A/Bolivia/171/2018,2018.16,5b,unassigned,South America,Bolivia
A/Yaroslavl/175-T/2018,2018.237,5b,unassigned,West Asia,Russia
A/SierraLeone/145/2018,2018.749,5b,unassigned,Africa,Sierra Leone
A/Yaounde/19V-935/2019,2019.095,5b,unassigned,Africa,Cameroon
A/Nigeria/3626/2018,2018.851,5b,unassigned,Africa,Nigeria
A/Wyoming/30/2017,2017.927,5b,unassigned,North America,USA
A/Tokyo/18069/2018,2018.536,5b,unassigned,Japan Korea,Japan
A/Netherlands/737/2018,2018.07,5b,unassigned,Europe,Netherlands
A/Suriname/242/2018,2018.563,5b,unassigned,South America,Suriname
A/DominicanRepublic/493/2018,2018.41,5b,unassigned,North America,Dominican Republic
A/Iowa/12/2019-egg,2019.434,5b,unassigned,North America,USA
A/Iowa/12/2019,2019.108,5b,unassigned,North America,USA
A/Wyoming/1/2019,2019.004,5b,unassigned,North America,USA
A/Ecuador/7643/2019,2019.021,5b,unassigned,South America,Ecuador
A/Florida/97/2018,2018.829,5b,unassigned,North America,USA
A/Yamaguchi/35/2019,2019.645,5b,unassigned,Japan Korea,Japan
A/Texas/389/2019,2019.629,5b,unassigned,North America,USA
A/Trinidad/2589/2019,2019.138,5b,unassigned,South America,Trinidad and Tobago
A/Sergipe/13445/2020,2020.25,5b,unassigned,South America,Brazil
A/CostaRica/4734/2020,2020.455,5b,unassigned,North America,Costa Rica
A/Maryland/42/2019,2019.911,5b,unassigned,North America,USA
A/Colombia/7389/2019,2019.958,5b,unassigned,South America,Colombia
A/Wellington/36/2019,2019.429,5b,unassigned,Oceania,New Zealand
A/Norway/2231/2019,2019.621,5b,unassigned,Europe,Norway
A/Uruguay/298/2019,2019.481,5b,unassigned,South America,Uruguay
A/Canberra/337/2019-egg,2019.634,5b,unassigned,Oceania,Australia
A/Iowa/33/2019,2019.336,5b,unassigned,North America,USA
A/SantaCatarina/1168/2019,2019.862,5b,unassigned,South America,Brazil
A/MogiDasCruzes/1218859-IAL/2019,2019.516,5b,unassigned,South America,Brazil
A/RioGrandedoSul/870/2019,2019.59,5b,unassigned,South America,Brazil
A/Iowa/23/2020,2020.747,5b,unassigned,North America,USA
A/Iowa/22/2020-egg,2020.731,5b,unassigned,North America,USA
A/Nonthaburi/96/2018,2018.955,5,unassigned,Southeast Asia,Thailand
A/Lipetsk/204/2018,2018.905,5a,A,West Asia,Russia
A/Estonia/117956/2018,2018.911,5a,A,Europe,Estonia
A/Catalonia/738728S/2018,2018.979,5a,A,Europe,Spain
A/Malta/54659/2019,2019.089,5a,A,Europe,Malta
A/SouthAfrica/9499/2019,2019.577,5a,A,Africa,South Africa
A/Yokohama/109/2018,2018.829,5a,A,Japan Korea,Japan
A/Kanagawa/IC1841/2019-egg,2019.045,5a,A,Japan Korea,Japan
A/Yokohama/125/2018,2018.884,5a,A,Japan Korea,Japan
A/Zhejiang-Shangcheng/SWL1788/2019,2019.73,5a,A,China,China
A/Greece/144/2019-egg,2019.037,5a,A,Europe,Greece
A/HongKong/105/2019,2019.001,5a,A,China,Hong Kong
A/Visby/1/2019,2019.023,5a,A,Europe,Sweden
A/Yokosuka/16/2019,2019.018,5a,A,Japan Korea,Japan
A/Yokohama/98/2019,2019.105,5a,A,Japan Korea,Japan
A/Sydney/193/2018,2018.936,5a,A,Oceania,Australia
A/Neimenggu-Xilinhaote/1259/2019,2019.193,5a,A,China,China
A/Kanagawa/IC1892/2019,2019.075,5a,A,Japan Korea,Japan
A/Nigeria/4098/2019,2019.634,5a,A,Africa,Nigeria
A/Qatar/24-VI-19-0043262/2019,2019.511,5a,A,West Asia,Qatar
A/Madagascar/5415/2019,2019.689,5a,A,Africa,Madagascar
A/Toamasina/806/2020,2020.13,5a,A,Africa,Madagascar
A/Toamasina/357/2020,2020.078,5a,A,Africa,Madagascar
A/Toamasina/6838/2019,2019.908,5a,A,Africa,Madagascar
A/Switzerland/9078/2019,2019.125,5a,A,Europe,Switzerland
A/SriLanka/40/2019,2019.59,5a,A,South Asia,Sri Lanka
A/HongKong/3036/2019,2019.538,5a,A,China,Hong Kong
A/Norway/3433/2018,2018.829,5a,A,Europe,Norway
A/Norway/2223/2019,2019.566,5a,A,Europe,Norway
A/Paraguay/9858/2019,2019.223,5a,A,South America,Paraguay
A/Switzerland/3847/2019,2019.248,5a,A,Europe,Switzerland
A/Victoria/2031/2019,2019.045,5a,A,Oceania,Australia
A/Tokyo/19083/2019,2019.363,5a,A,Japan Korea,Japan
A/Yangon/19M052/2019,2019.508,5a,A,Southeast Asia,Myanmar
A/Yangon/19M292/2019,2019.585,5a,A,Southeast Asia,Myanmar
A/WallisAndFutuna/4/2019,2019.193,5a,A,Oceania,Wallis and Futuna
A/Bangladesh/3029/2019,2019.218,5a,A,South Asia,Bangladesh
A/Latvia/10-025804/2019,2019.771,5a,A,Europe,Latvia
A/Yunnan-Linxiang/SWL131/2021,2021.193,5a,A,China,China
A/Lao/684/2020,2020.149,5a,A,Southeast Asia,Laos
A/Lao/879/2020,2020.206,5a,A,Southeast Asia,Laos
A/SriLanka/52/2018,2018.84,5a,A,South Asia,Sri Lanka
A/Macau/606098/2019,2019.604,5a,A,China,China
A/StPetersburg/RII-233/2019,2019.141,5a,A,West Asia,Russia
A/Kazakhstan/9/2019,2019.059,5a,A,West Asia,Kazakhstan
A/Yokohama/142/2019,2019.182,5a,A,Japan Korea,Japan
A/Iowa/59/2018-egg,2018.7,5a,A,North America,USA
A/SriLanka/20/2019,2019.418,5a,A,South Asia,Sri Lanka
A/Yasothon/2273/2019,2019.47,5a,A,Southeast Asia,Thailand
A/Bangladesh/3/2018,2018.927,5a,A,South Asia,Bangladesh
A/Darwin/6/2018,2018.84,5a,A,Oceania,Australia
A/Iowa/59/2018,2018.7,5a,A,North America,USA
A/Nebraska/15/2018,2018.93,5a,A,North America,USA
A/Wisconsin/505/2018,2018.886,5a,A,North America,USA
A/Victoria/2817/2019,2019.64,5a,A,Oceania,Australia
A/Victoria/761/2019,2019.377,5a,A,Oceania,Australia
A/Tanzania/821/2019,2019.221,5a,A,Africa,Tanzania
A/Victoria/255/2019,2019.675,5a,A,Oceania,Australia
A/Victoria/2761/2019,2019.574,5a,A,Oceania,Australia
A/Bhutan/1058/2019,2019.267,5a,A,South Asia,Bhutan
A/Bhutan/860/2019,2019.021,5a,A,South Asia,Bhutan
A/Bulgaria/13/2019,2019.007,5a,A,Europe,Bulgaria
A/CzechRepublic/2018/2018,2018.87,5a,A,Europe,Czech Republic
A/Luxembourg/LNS8467312/2020,2020.176,5a,A,Europe,Luxembourg
A/SriLanka/52/2019,2019.958,5a,A,South Asia,Sri Lanka
A/Bhutan/374/2019,2019.527,5a,A,South Asia,Bhutan
A/Sur/5609/2019,2019.736,5a,A,West Asia,Oman
A/Niger/7880/2020,2020.187,5a,A,Africa,Niger
A/Lao/3342/2019,2019.873,5a,A,Southeast Asia,Laos
A/Suriname/22/2020,2020.018,5a,A,South America,Suriname
A/Zambia/281/2021,2021.434,5a,A,Africa,Zambia
A/Zambia/354/2021,2021.738,5a,A,Africa,Zambia
A/Zambia/7160/2022,2022.319,5a,A,Africa,Zambia
A/Estonia/126130/2020,2020.083,5a,A,Europe,Estonia
A/Moscow/227/2019,2019.927,5a,A,West Asia,Russia
A/Cheboksary/125/2020,2020.283,5a,A,West Asia,Russia
A/Moscow/77/2020,2020.168,5a,A,West Asia,Russia
A/BurkinaFaso/2617/2019,2019.807,5a,A,Africa,Burkina Faso
A/SaudiArabia/620373/2019,2019.651,5a,A,West Asia,Saudi Arabia
A/Victoria/9/2020,2020.023,5a,A,Oceania,Australia
A/Switzerland/6828/2019,2019.971,5a,A,Europe,Switzerland
A/Togo/578/2020,2020.253,5a,A,Africa,Togo
A/Lebanon/99/2020,2020.056,5a,A,West Asia,Lebanon
A/Orenburg/8/2020,2020.138,5a,A,West Asia,Russia
A/CoteDIvoire/1014/2020,2020.441,5a,A,Africa,Côte d'Ivoire
A/CoteDIvoire/951/2020,2020.406,5a,A,Africa,Côte d'Ivoire
A/SaudiArabia/45/2020,2020.939,5a,A,West Asia,Saudi Arabia
A/Xinjiang-Kelamayi/1142/2019,2019.119,5a,A,China,China
A/Yunnan-Linxiang/SWL1486/2020,2020.764,5a,A,China,China
A/Victoria/2455/2019,2019.656,5a.1,B,Oceania,Australia
A/Okinawa/93/2019-egg,2019.615,5a.1,B,Japan Korea,Japan
A/Hawaii/66/2019-egg,2019.716,5a.1,B,North America,USA
A/HongKong/2655/2019-egg,2019.371,5a.1,B,China,Hong Kong
A/Victoria/2454/2019-egg,2019.656,5a.1,B,Oceania,Australia
A/Guangdong-Maonan/SWL1536/2019-egg,2019.459,5a.1,B,China,China
A/Ireland/87733/2019-egg,2020.073,5a.1,B,Europe,Ireland
A/PuntaArenas/19115/2020,2020.152,5a.1,B,South America,Chile
A/NoviSad/6101/2020,2020.094,5a.1,B,Europe,Serbia
A/Yunnan-Xianggelila/SWL1274/2020,2020.176,5a.1,B,China,China
A/Guangdong-Maonan/SWL1536/2019,2019.459,5a.1,B,China,China
A/Yokohama/160/2019,2019.459,5a.1,B,Japan Korea,Japan
A/Yokohama/163/2019,2019.547,5a.1,B,Japan Korea,Japan
A/Yokohama/171/2019,2019.733,5a.1,B,Japan Korea,Japan
A/Yokohama/185/2019,2019.758,5a.1,B,Japan Korea,Japan
A/Romania/975/2020,2020.13,5a.1,B,Europe,Romania
A/England/91/2020,2020.1,5a.1,B,Europe,United Kingdom
A/Luxembourg/LNS9796678/2020,2020.102,5a.1,B,Europe,Luxembourg
A/Slovenia/3247/2019,2019.949,5a.1,B,Europe,Slovenia
A/Trinidad/5042/2019,2019.793,5a.1,B,South America,Trinidad and Tobago
A/Iowa/56/2019,2019.829,5a.1,B,North America,USA
A/Trinidad/4907/2019,2019.733,5a.1,B,South America,Trinidad and Tobago
A/SchleswigHolstein/7/2019,2019.9,5a.1,B,Europe,Germany
A/Romania/259549/2020,2020.173,5a.1,B,Europe,Romania
A/Iowa/1/2021,2021.149,5a.1,B,North America,USA
A/NorthCarolina/1/2021-egg,2021.278,5a.1,B,North America,USA
A/NorthCarolina/1/2021,2021.256,5a.1,B,North America,USA
A/Romania/254922/2019,2019.908,5a.1,B,Europe,Romania
A/Bhutan/1639/2020,2020.258,5a.1,B,South Asia,Bhutan
A/Paris/2321/2019,2019.79,5a.1,B,Europe,France
A/Bangkok/401/2019,2019.714,5a.1,B,Southeast Asia,Thailand
A/Victoria/2841/2019,2019.774,5a.1,B,Oceania,Australia
A/Yokohama/269/2019,2019.905,5a.1,B,Japan Korea,Japan
A/Taiwan/83476/2019,2019.807,5a.1,B,China,Taiwan
A/Taiwan/70786/2019,2019.845,5a.1,B,China,Taiwan
A/Okinawa/93/2019,2019.733,5a.1,B,Japan Korea,Japan
A/Nagasaki/8/2020,2020.821,5a.1,B,Japan Korea,Japan
A/Niger/8175/2020,2020.709,5a.1,B,Africa,Niger
A/Niger/8677/2021,2021.012,5a.1,B,Africa,Niger
A/Niger/8677/2021-egg,2021.012,5a.1,B,Africa,Niger
A/Niger/8673/2020,2020.999,5a.1,B,Africa,Niger
A/Niger/8965/2021,2021.127,5a.1,B,Africa,Niger
A/Togo/44/2021-egg,2021.126,5a.1,B,Africa,Togo
A/Togo/312/2021,2021.201,5a.1,B,Africa,Togo
A/Togo/881/2020-egg,2020.87,5a.1,B,Africa,Togo
A/Togo/881/2020,2020.87,5a.1,B,Africa,Togo
A/Togo/837/2020-egg,2020.843,5a.1,B,Africa,Togo
A/Togo/792/2020,2020.81,5a.1,B,Africa,Togo
A/Taiwan/97729/2019,2020.007,5a.1,B,China,Taiwan
A/Nebraska/14/2019,2019.804,5a.1,B,North America,USA
A/Wisconsin/591/2019,2019.996,5a.1,B,North America,USA
A/Hawaii/70/2019,2019.275,5a.1,B,North America,USA
A/Hawaii/70/2019-egg,2019.76,5a.1,B,North America,USA
A/Victoria/74/2020,2020.154,5a.1,B,Oceania,Australia
A/AbuDhabi/108/2019,2019.903,5a.1,B,West Asia,United Arab Emirates
A/Yamaguchi/59/2019,2019.993,5a.1,B,Japan Korea,Japan
A/Nigeria/4568/2020,2020.154,5a.1,B,Africa,Nigeria
A/Lao/3691/2019,2019.936,5a.1,B,Southeast Asia,Laos
A/Taiwan/83772/2019,2019.944,5a.1,B,China,Taiwan
A/Togo/378/2021,2021.251,5a.1,B,Africa,Togo
A/Ghana/97/2021,2021.401,5a.1,B,Africa,Ghana
A/NorthCarolina/2/2021-egg,2021.714,5a.1,B,North America,USA
A/Congo/8/2022,2022.015,5a.1,B,Africa,Democatic Republic of the Congo
A/Parma/1/2022,2022.073,5a.1,B,Europe,Italy
A/Denmark/85/2021,2021.977,5a.1,B,Europe,Denmark
A/Lyon/820/2021-egg,2021.875,5a.1,B,Europe,France
A/Togo/1288/2021,2021.81,5a.1,B,Africa,Togo
A/Maine/1/2021,2021.519,5a.1,B,North America,USA
A/Pennsylvania/2/2021,2021.648,5a.1,B,North America,USA
A/Ohio/3/2021,2021.766,5a.1,B,North America,USA
A/Niger/10217/2021,2021.958,5a.1,B,Africa,Niger
A/Niger/10126/2021,2021.914,5a.1,B,Africa,Niger
A/Nigeria/6098/2021,2021.508,5a.1,B,Africa,Nigeria
A/Zambia/1049/2022,2022.223,5a.1,B,Africa,Zambia
A/SouthAfrica/13023/2021,2021.664,5a.1,B,Africa,South Africa
A/SouthAfrica/R01964/2022,2022.127,5a.1,B,Africa,South Africa
A/Mozambique/7886/2022,2022.738,5a.1,B,Africa,Mozambique
A/Mozambique/1074/2022,2022.796,5a.1,B,Africa,Mozambique
A/Zambia/7288/2022,2022.59,5a.1,B,Africa,Zambia
A/SouthAfrica/R08456/2022,2022.525,5a.1,B,Africa,South Africa
A/California/90/2022,2022.316,5a.1,B,North America,USA
A/Guyane/382/2022,2022.242,5a.1,B,South America,French Guiana
A/Catalonia/NSVH101818907/2022,2022.352,5a.1,B,Europe,Spain
A/Bolivia/2542/2022,2022.84,5a.1,B,South America,Bolivia
A/Argentina/3082/2022,2022.585,5a.1,B,South America,Argentina
A/Argentina/3069/2022,2022.547,5a.1,B,South America,Argentina
A/Argentina/2382/2022,2022.796,5a.1,B,South America,Argentina
A/Uruguay/3664/2022,2022.738,5a.1,B,South America,Uruguay
A/Luxembourg/LNS0771005/2022,2022.305,5a.1,B,Europe,Luxembourg
A/SaintDenis/48408/2021,2021.93,5a.1,B,Europe,France
A/Picardie/50100/2021,2021.958,5a.1,B,Europe,France
A/Luxembourg/LNS6308745/2022,2022.064,5a.1,B,Europe,Luxembourg
A/Catalonia/NSVH101787383/2022,2022.24,5a.1,B,Europe,Spain
A/Luxembourg/LNS8298555/2022,2022.111,5a.1,B,Europe,Luxembourg
A/Guyane/234/2022,2022.125,5a.1,B,South America,French Guiana
A/Chile/8372/2022,2022.47,5a.1,B,South America,Chile
A/Kosovo/667/2021,2021.979,5a.1,B,Europe,Kosovo
A/Austria/1495794/2022,2022.149,5a.1,B,Europe,Austria
A/Ohio/10/2022,2022.212,5a.1,B,North America,USA
A/Netherlands/87/2022,2022.138,5a.1,B,Europe,Netherlands
A/Finland/288/2022,2022.275,5a.1,B,Europe,Finland
A/FortDeFrance/51025/2022,2022.426,5a.1,B,North America,Martinique
A/Pennsylvania/37/2022,2022.399,5a.1,B,North America,USA
A/Darwin/6/2018-egg,2018.84,5a,A,Oceania,Australia
A/Victoria/746/2018,2018.87,5a,A,Oceania,Australia
A/Bahrain/578/2019,2019.755,5a,A,West Asia,Bahrain
A/Norway/4138-2/2018,2018.979,5a,A,Europe,Norway
A/Zhejiang-Dinghai/SWL1387/2019,2019.363,5a,A,China,China
A/Lao/339/2020,2020.056,5a,A,Southeast Asia,Laos
A/Zhejiang-Kecheng/SWL1558/2019,2019.267,5a,A,China,China
A/Khmelnitsky/203/2019,2019.177,5a,A,Europe,Ukraine
A/Vietnam/44/2019,2019.16,5a,A,Southeast Asia,Vietnam
A/Vietnam/87/2019,2019.234,5a,A,Southeast Asia,Vietnam
A/Bucharest/239045/2018,2018.941,5a,A,Europe,Romania
A/Serbia/916/2019,2019.084,5a,A,Europe,Serbia
A/Bhutan/531/2019,2019.366,5a,A,South Asia,Bhutan
A/Wrexham/1126/2019,2019.177,5a,A,Europe,United Kingdom
A/SouthAfrica/R07589/2019,2019.464,5a,A,Africa,South Africa
A/Romania/241865/2019,2019.095,5a,A,Europe,Romania
A/WallisAndFutuna/1/2019,2019.097,5a,A,Oceania,Wallis and Futuna
A/Kanagawa/AC1882/2019,2019.308,5a,A,Japan Korea,Japan
A/Bahrain/264/2019,2019.273,5a,A,West Asia,Bahrain
A/Nakhonphanom/430/2019,2019.752,5a,A,Southeast Asia,Thailand
A/Suriname/620/2019,2019.297,5a,A,South America,Suriname
A/Oman/4307/2019,2019.486,5a,A,West Asia,Oman
A/Netherlands/1358/2019,2019.407,5a,A,Europe,Netherlands
A/Wisconsin/68/2019,2019.168,5a,A,North America,USA
A/Nan/214/2019,2019.327,5a,A,Southeast Asia,Thailand
A/Congo/281/2019,2019.352,5a,A,Africa,Democatic Republic of the Congo
A/India/3757/2019,2019.708,5a,A,South Asia,India
A/Congo/9782/2019,2019.977,5a,A,Africa,Democatic Republic of the Congo
A/Yokohama/164/2019,2019.662,5a,A,Japan Korea,Japan
A/Srinigar/AG635/2019,2019.108,5a,A,South Asia,India
A/Swansea/6837/2018,2018.832,5a,A,Europe,United Kingdom
A/Tanzania/1644/2019,2019.253,5a,A,Africa,Tanzania
A/Kosovo/1185/2019,2019.267,5a,A,Europe,Kosovo
A/Denmark/3280/2019,2019.859,5a.2,C,Europe,Denmark
A/India/9992/2020,2020.034,5a.2,C,South Asia,India
A/Illinois/2/2020,2020.031,5a.2,C,North America,USA
A/Arkansas/8/2020,2020.067,5a.2,C,North America,USA
A/Arkansas/8/2020-egg,2020.067,5a.2,C,North America,USA
A/Yokohama/22/2020,2020.045,5a.2,C,Japan Korea,Japan
A/Victoria/1/2020,2020.004,5a.2,C,Oceania,Australia
A/HongKong/4394/2019-egg,2019.914,5a.2,C,China,Hong Kong
A/Kanagawa/IC1920/2020-egg,2020.037,5a.2,C,Japan Korea,Japan
A/Kanagawa/IC1920/2020,2020.037,5a.2,C,Japan Korea,Japan
A/Yokohama/60/2020,2020.092,5a.2,C,Japan Korea,Japan
A/Washington/23/2020,2020.16,5a.2,C,North America,USA
A/Fujian-Fengze/SWL11027/2020,2020.917,5a.2,C,China,China
A/Delaware/55/2019,2023.001,5a.2,C,Oceania,Australia
A/Washington/19/2020,2022.927,5a.2,C,Oceania,Australia
A/Victoria/2570/2019-egg,2019.892,5a.2,C,Oceania,Australia
A/Indiana/2/2020-egg,2020.051,5a.2,C,North America,USA
A/Victoria/2570/2019,2019.892,5a.2,C,Oceania,Australia
A/Estonia/127389/2020,2020.193,5a.2,C,Europe,Estonia
A/Wisconsin/335/2020,2020.286,5a.2,C,North America,USA
A/Bolivia/245/2020,2020.171,5a.2,C,South America,Bolivia
A/Wisconsin/55/2020,2020.245,5a.2,C,North America,USA
A/Niigata/458/2020,2020.179,5a.2,C,Japan Korea,Japan
A/Wisconsin/588/2019,2019.966,5a.2,C,North America,USA
A/Arkansas/4/2020,2020.015,5a.2,C,North America,USA
A/Bhutan/329/2020,2020.138,5a.2,C,South Asia,Bhutan
A/Mississippi/10/2020-egg,2020.1,5a.2,C,North America,USA
A/India/965/2020,2020.187,5a.2,C,South Asia,India
A/Victoria/2867A/2019,2019.968,5a.2,C,Oceania,Australia
A/Victoria/98/2020,2020.193,5a.2,C,Oceania,Australia
A/Saskatchewan/RV00262/2022,2021.99,5a.2a,C.1,North America,Canada
A/Bahrain/2156/2022,2022.733,5a.2a,C.1,West Asia,Bahrain
A/Sydney/44/2023,2023.621,5a.2a,C.1.3,North America,USA
A/Lao/1952/2023,2023.349,5a.2a,C.1.3,Southeast Asia,Laos
A/Lao/1632/2023,2023.297,5a.2a,C.1.3,Southeast Asia,Laos
A/Washington/22/2023,2023.122,5a.2a,C.1.3,North America,USA
A/NewYork/4/2022,2022.133,5a.2a,C.1,North America,USA
A/Michigan/19/2021,2021.884,5a.2a,C.1,North America,USA
A/Bangladesh/3023/2021,2021.873,5a.2a,C.1,South Asia,Bangladesh
A/Connecticut/1/2021,2021.711,5a.2a,C.1,North America,USA
A/AbuDhabi/3420357/2021,2021.933,5a.2a,C.1,West Asia,United Arab Emirates
A/Qatar/32-VI-22-1540115/2022,2022.349,5a.2a,C.1,West Asia,Qatar
A/Bahrain/8995/2022,2022.456,5a.2a,C.1,West Asia,Bahrain
A/Victoria/5018/2022,2022.407,5a.2a,C.1,Oceania,Australia
A/Victoria/5119/2022,2022.448,5a.2a,C.1,Oceania,Australia
A/India/Pune-NIVCoV345232/2021,2021.936,5a.2a,C.1,South Asia,India
A/Newcastle/2/2022,2022.018,5a.2a,C.1,Oceania,Australia
A/Switzerland/95480/2022,2022.782,5a.2a,C.1,Europe,Switzerland
A/India/Pune-Nivsari_22_884/2022,2022.525,5a.2a,C.1.4,South Asia,India
A/India/Pune-Nivsari_22_467/2022,2022.303,5a.2a,C.1.4,South Asia,India
A/Sydney/5/2021-egg,2021.999,5a.2a,C.1,Oceania,Australia
A/Ancona/3/2021,2021.818,5a.2a,C.1,Europe,Italy
A/Bangladesh/3006/2021,2021.681,5a.2a,C.1,South Asia,Bangladesh
A/Bangladesh/4017/2021,2021.612,5a.2a,C.1,South Asia,Bangladesh
A/Qatar/16-VI-21-4927911/2021,2021.703,5a.2a,C.1,West Asia,Qatar
A/Denmark/20/2021,2021.826,5a.2a,C.1,Europe,Denmark
A/Sur/72128529/2021,2021.862,5a.2a,C.1,West Asia,Oman
A/Sydney/5/2021,2021.79,5a.2a,C.1,Oceania,Australia
A/Stockholm/10/2021,2021.7,5a.2a,C.1,Europe,Sweden
A/Bahrain/3664/2021,2021.777,5a.2a,C.1,West Asia,Bahrain
A/Pakistan/1579/2022,2022.188,5a.2a,C.1,West Asia,Pakistan
A/Singapore/GP3892/2022,2022.475,5a.2a,C.1,Southeast Asia,Singapore
A/Sydney/174/2022,2022.259,5a.2a,C.1,Oceania,Australia
A/Pakistan/930/2022,2022.93,5a.2a,C.1,West Asia,Pakistan
A/Victoria/9/2022,2022.199,5a.2a,C.1,Oceania,Australia
A/Sydney/178/2022,2022.27,5a.2a,C.1,Oceania,Australia
A/Tennessee/RVTNL2529139221927/2022,2022.497,5a.2a,C.1,North America,USA
A/NewZealand/357/2022,2022.511,5a.2a,C.1,Oceania,New Zealand
