sequence_id,date,clade,subclade,region,country
A/Scotland/60180122/2015,2015.996,6B.2,unassigned,Europe,United Kingdom
A/Victoria/900/2016,2016.089,6B.2,unassigned,Oceania,Australia
A/Ningbo/27/2021,2017.092,6B.2,unassigned,China,China
A/Iowa/53/2015,2015.938,6B.2,unassigned,North America,USA
A/Zhejiang-Liandou/15/2016,2016.007,6B.2,unassigned,China,China
A/Shanghai-Jiading/1970/2015,2015.93,6B.2,unassigned,China,China
A/Vietnam/6025/2016,2016.346,6B.2,unassigned,Southeast Asia,Vietnam
A/Victoria/503/2016,2016.378,6B.2,unassigned,Oceania,Australia
A/Yunnan-Linxiang/SWL1758/2016,2016.474,6B.2,unassigned,China,China
A/Mozambique/IR495/2015,2015.136,6B,unassigned,Africa,Mozambique
A/Denmark/51/2014,2014.982,6B,unassigned,Europe,Denmark
A/Nepal/670/2015,2015.158,6B,unassigned,South Asia,Nepal
A/India/Pun1415432/2014,2014.801,6B,unassigned,South Asia,India
A/Valdivia/78346/2015,2015.837,6B,unassigned,South America,Chile
A/Santiago/37244/2015,2015.407,6B,unassigned,South America,Chile
A/Valparaiso/68954/2015,2015.747,6B,unassigned,South America,Chile
A/Kenya/CDC-Kakamega-063/2014,2014.73,6B,unassigned,Africa,Kenya
A/Kenya/CDC-Kakamega-065/2014,2014.878,6B,unassigned,Africa,Kenya
A/Thailand/CU-B10909/2014,2014.725,6B,unassigned,Southeast Asia,Thailand
A/Newcaledonia/58/2014,2014.379,6B,unassigned,Oceania,New Caledonia
A/Victoria/4096/2014,2014.848,6B,unassigned,Oceania,Australia
A/Victoria/500/2015,2015.158,6B,unassigned,Oceania,Australia
A/England/6/2015,2015.021,6B,unassigned,Europe,United Kingdom
A/Tasmania/24/2014-egg,2014.505,6B,unassigned,Oceania,Australia
A/Tasmania/24/2014,2014.505,6B,unassigned,Oceania,Australia
A/HongKong/7531/2014,2014.741,6B,unassigned,China,Hong Kong
A/Townsville/1019/2014,2014.711,6B,unassigned,Oceania,Australia
A/Victoria/5074/2014,2014.812,6B,unassigned,Oceania,Australia
A/NorthDakota/1/2015,2015.021,6B,unassigned,North America,USA
A/PuertoRico/42/2015,2015.826,6B,unassigned,North America,Puerto Rico
A/Nicaragua/8173/2015,2015.442,6B,unassigned,North America,Nicaragua
A/Nicaragua/6171/2015,2015.61,6B,unassigned,North America,Nicaragua
A/Guatemala/86/2016,2016.206,6B,unassigned,North America,Guatemala
A/Guatemala/6164/2016,2016.25,6B,unassigned,North America,Guatemala
A/RioSanJuan/55/2016,2016.031,6B,unassigned,North America,Nicaragua
A/Perth/1056/2014,2014.916,6B,unassigned,Oceania,Australia
A/SchleswigHolstein/9/2014,2014.944,6B,unassigned,Europe,Germany
A/Mures/176671/2015,2015.07,6B,unassigned,Europe,Romania
A/Victoria/50915/2015,2015.549,6B,unassigned,South America,Chile
A/HongKong/12244/2015,2015.445,6B,unassigned,China,Hong Kong
A/Vietnam/GS150197/2015,2015.273,6B,unassigned,Southeast Asia,Vietnam
A/Vietnam/GS150134/2015,2015.188,6B,unassigned,Southeast Asia,Vietnam
A/Yamaguchi/23/2015,2015.188,6B,unassigned,Japan Korea,Japan
A/SaoPaulo/31474/2015,2015.27,6B,unassigned,South America,Brazil
A/Valparaiso/70939/2015,2015.766,6B,unassigned,South America,Chile
A/VinaDelMar/60876/2015,2015.659,6B,unassigned,South America,Chile
A/SaoPaulo/3453/2015,2015.056,6B,unassigned,South America,Brazil
A/PaysdeLoire/1384/2015,2015.16,6B,unassigned,Europe,France
A/Belgium/G683/2014,2014.927,6B,unassigned,Europe,Belgium
A/SaoPaulo/22462/2015,2015.207,6B,unassigned,South America,Brazil
A/SouthAustralia/22/2015,2015.193,6B,unassigned,Oceania,Australia
A/Ghana/DILI-15-1296/2015,2015.952,6B,unassigned,Africa,Ghana
A/Wakayama/75/2015,2015.305,6B,unassigned,Japan Korea,Japan
A/Volgograd/CRIE-122/2015,2015.281,6B,unassigned,West Asia,Russia
A/Vladimir/CRIE-118/2015,2015.188,6B,unassigned,West Asia,Russia
A/Florida/62/2014,2014.823,6B,unassigned,North America,USA
A/Hawaii/41/2015,2015.336,6B,unassigned,North America,USA
A/Taiwan/767/2015,2015.355,6B,unassigned,China,Taiwan
A/Singapore/TT944/2015,2015.492,6B,unassigned,Southeast Asia,Singapore
A/Yokohama/50/2015,2015.089,6B,unassigned,Japan Korea,Japan
A/Luxembourg/14069580/2014,2014.963,6B,unassigned,Europe,Luxembourg
A/Ulsan/58/2015,2015.032,6B,unassigned,Japan Korea,South Korea
A/Lisbon/EVA60/2015,2015.012,6B,unassigned,Europe,Portugal
A/Tsiroanomandidy/3864/2015,2015.689,6B,unassigned,Africa,Madagascar
A/Tsaralalana/1278/2015,2015.223,6B,unassigned,Africa,Madagascar
A/Bangladesh/9584/2015,2015.418,6B,unassigned,South Asia,Bangladesh
A/Zambia/6/2015,2015.862,6B,unassigned,Africa,Zambia
A/Zambia/4-00308/2015,2015.549,6B,unassigned,Africa,Zambia
A/Trinidad/242/2015,2015.941,6B,unassigned,South America,Trinidad and Tobago
A/Congo/728/2016,2016.316,6B,unassigned,Africa,Democatic Republic of the Congo
A/StPetersburg/61/2015-egg,2015.138,6B,unassigned,West Asia,Russia
A/Trinidad/429/2015,2015.152,6B,unassigned,South America,Trinidad and Tobago
A/Peru/6/2015,2015.325,6B,unassigned,North America,USA
A/Yaroslavl/3/2015,2015.089,6B,unassigned,West Asia,Russia
A/Sydney/215/2015,2015.859,6B,unassigned,Oceania,Australia
A/Yangon/15M179/2015,2015.637,6B,unassigned,Southeast Asia,Myanmar
A/Nagasaki/14N133/2015,2015.464,6B,unassigned,Japan Korea,Japan
A/Yangon/15M205/2015,2015.67,6B,unassigned,Southeast Asia,Myanmar
A/Yangon/15M137/2015,2015.574,6B,unassigned,Southeast Asia,Myanmar
A/Yangon/15M008/2015,2015.766,6B,unassigned,Southeast Asia,Myanmar
A/SouthAfrica/3626/2013,2013.429,6B,unassigned,Africa,South Africa
A/Bolivia/559/2013,2013.434,6B,unassigned,South America,Bolivia
A/Yunnan-Zhaoyang/SWL1917/2014,2014.788,6B,unassigned,China,China
A/Yunnan-Chuxiong/SWL1283/2015,2015.149,6B,unassigned,China,China
A/Thailand/CU-B11422/2014,2014.925,6B,unassigned,Southeast Asia,Thailand
A/Uganda/UVRI/Kitebi/003/2014-10-23,2014.81,6B,unassigned,Africa,Uganda
A/HongKong/8112398/2015,2015.07,6B,unassigned,China,Hong Kong
A/Yamanashi/14332/2014,2014.947,6B,unassigned,Japan Korea,Japan
A/Sweden/74/2014,2014.922,6B,unassigned,Europe,Sweden
A/SriLanka/13/2015,2015.336,6B,unassigned,South Asia,Sri Lanka
A/Taiwan/1036/2015,2015.678,6B,unassigned,China,Taiwan
A/India/Pun151268/2015,2015.073,6B,unassigned,South Asia,India
A/Bangladesh/3002/2015,2015.347,6B,unassigned,South Asia,Bangladesh
A/Bangladesh/9001/2015,2015.755,6B,unassigned,South Asia,Bangladesh
A/Indonesia/Nihrd-Plk135/2016,2016.001,6B,unassigned,Southeast Asia,Indonesia
A/Jordan/30397/2015,2015.574,6B,unassigned,West Asia,Jordan
A/SaoPaulo/9-10057/2015,2015.421,6B,unassigned,South America,Brazil
A/Norway/694/2016,2016.072,6B,unassigned,Europe,Norway
A/Yokohama/98/2015,2015.823,6B,unassigned,Japan Korea,Japan
A/Yokohama/99/2015,2015.851,6B,unassigned,Japan Korea,Japan
A/Nepal/1746/2015,2015.297,6B,unassigned,South Asia,Nepal
A/Nepal/989/2015,2015.21,6B,unassigned,South Asia,Nepal
A/Jordan/30342/2015,2015.39,6B,unassigned,West Asia,Jordan
A/Vietnam/GS150285/2015,2015.366,6B,unassigned,Southeast Asia,Vietnam
A/Taiwan/518/2015,2015.242,6B,unassigned,China,Taiwan
A/Scotland/60240321/2016,2016.034,6B,unassigned,Europe,United Kingdom
A/Afghanistan/112/2016,2016.408,6B,unassigned,West Asia,Afghanistan
A/Kenya/104/2016,2016.851,6B,unassigned,Africa,Kenya
A/Kenya/109/2016,2016.816,6B,unassigned,Africa,Kenya
A/Zambia/6-00044/2015,2015.475,6B,unassigned,Africa,Zambia
A/Wisconsin/25/2015,2015.19,6B,unassigned,North America,USA
A/Zambia/426/2015,2015.316,6B,unassigned,Africa,Zambia
A/Zambia/4-00231/2015,2015.385,6B,unassigned,Africa,Zambia
A/Zambia/420/2015,2015.779,6B,unassigned,Africa,Zambia
A/Zambia/4-00339/2015,2015.61,6B,unassigned,Africa,Zambia
A/Tanzania/4790/2017,2017.974,6B,unassigned,Africa,Tanzania
A/Tanzania/1783/2017,2017.319,6B,unassigned,Africa,Tanzania
A/Nepal/3574/2015,2015.886,6B,unassigned,South Asia,Nepal
A/Nepal/3521/2015,2015.711,6B,unassigned,South Asia,Nepal
A/Nepal/485/2016,2016.163,6B,unassigned,South Asia,Nepal
A/Nepal/3507/2015,2015.653,6B,unassigned,South Asia,Nepal
A/Taiwan/1081/2015,2015.862,6B,unassigned,China,Taiwan
A/Nepal/810/2015,2015.963,6B,unassigned,South Asia,Nepal
